Id,Label,movie_count,avg_vote_average,years_active,top_genre,genre_1,genre_2,genre_3,movie_list
353607,Steve Crest,25,3.14,2006-2020,Thriller,Thriller,Drama,Horror,Busty Models (2006); Maisie Undercover: Old Flames (2006); Bare Naked Desires (2006); Deviant Sins (2008); College Sex Project (2008); Naked Lust (2009); Half Moon (2010); Dark Fantasies (2010); Cool Cat Finds a Gun (2013); John Dies at the End (2013); Breaking the Girls (2013); Crawlspace (2013); Syncarnation (2014); After School Massacre (2014); Crimes of the Mind (2014); Our Way (2014); As Night Comes (2014); Bad Roomies (2015); Cool Cat Saves the Kids (2015); Lockhart: Unleashing the Talisman (2016); Ribbons (2016); Emma (2016); Forced to Kill (2017); Cool Cat Kids Superhero (2018); Acts of Revenge (2020)
353618,Steve Curtis,12,4.15,2000-2002,Romance,Romance,Drama,Comedy,Scandal: Lawful Entry (2000); Fast Lane to Malibu (2000); Sexual Matrix (2000); Illicit Lovers (2000); Sex Files: Alien Erotica II (2000); Sex Files: Pleasureville (2000); House of Love (2000); Sex Files: Creating the Perfect Man (2000); The Naked Thief (2000); Fast Lane to Vegas (2001); Scandal: 15 Minutes of Fame (2001); Beauty Betrayed (2002)
353637,Steve Davis,12,3.56,2001-2015,Documentary,Documentary,Comedy,Drama,Like a Hurricane: The Alex Higgins Story (2001); Bowling for Columbine (2002); When Snooker Ruled the World (2002); Chick Corea Rendezvous in New York - Chick Corea & Origin (2005); Best Ever Spitting Image (2006); Mutants (2008); Jimmy White - The One & Only (2008); Daddy Longlegs (2010); Alex Higgins: The People's Champion (2010); Davis v Taylor: The '85 Black Ball Final (2010); 30 Years of Comic Strip (2012); Mark Selby: Life of a World Champion (2015)
353655,Steve Diasparra,20,3.5,2009-2020,Horror,Horror,Science Fiction,Comedy,Muckman (2009); HalloweeNight (2009); The Dark Sleep (2012); Empire of The Apes (2013); Camp Blood First Slaughter (2014); Chainsaw Killer (2014); Jurassic Prey (2015); Amityville Death House (2015); Queen Crab (2015); Triclops (2016); Sharkenstein (2016); Amityville Exorcism (2017); Ghost of Camp Blood (2018); War Raiders (2018); Alien Surveillance (2018); Frozen Sasquatch (2018); Outpost Earth (2019); Camp Murder (2020); Shark Encounters of the Third Kind (2020); Children of Camp Blood (2020)
353691,Steve Earle,17,4.09,2001-2020,Documentary,Documentary,Music,Crime,"Last Party 2000 (2001); Be Here to Love Me (2004); Return to Sin City: A Tribute to Gram Parsons (2004); Steve Earle: The DVD Collection (2005); Slacker Uprising (2007); Steve Earle: Live at Montreux (2008); In Prison My Whole Life (2008); Leaves of Grass (2009); Joan Baez: How Sweet the Sound (2009); The World Made Straight (2015); Dixieland (2015); Misfortune (2016); The Life & Songs of Emmylou Harris (2016); On Tour: Steve Earle & The Dukes (2018); Bluebird (2019); Ode to Guy Clark: Steve Earle in Austin, TX (2019); Live with Carnegie Hall: Judy Collins (2020)"
353693,Steve Eastin,14,5.58,2000-2018,Drama,Drama,Thriller,Crime,Agent Red (2000); Peril (2001); Catch Me If You Can (2002); Matchstick Men (2003); A Man Apart (2003); Shallow Ground (2005); The Black Dahlia (2006); When a Stranger Calls (2006); Crash Landing (2006); Rails & Ties (2007); Up in the Air (2009); Jesus Comes to Town (2010); Watercolor Postcards (2013); Warning Shot (2018)
353727,Steve Evets,18,6.2,2002-2019,Drama,Drama,Romance,Action,Blood Strangers (2002); Flesh and Blood (2002); Summer (2008); Looking for Eric (2009); A Boy Called Dad (2009); Robin Hood (2010); Brighton Rock (2010); Pirates of the Caribbean: On Stranger Tides (2011); Wuthering Heights (2011); The Facility (2012); Anna Karenina (2012); Spike Island (2012); The Selfish Giant (2013); North v South (2015); The Man with the Iron Heart (2017); Cowboy Dave (2017); Apostasy (2017); A Very British Christmas (2019)
353734,Steve Favata,10,0.0,2005-2005,,,,,FIP The Usual Suspects (2005); FIP Violence is the Answer (2005); FIP In Full Force (2005); FIP Unstoppable (2005); FIP Sold Out (2005); FIP Payback (2005); FIP Big Year One Bash (2005); FIP Big Year One Bash: The Hangover (2005); FIP X Factor (2005); FIP Fallout 2005 (2005)
353868,Steve Guttenberg,33,5.43,2002-2020,Comedy,Comedy,Drama,Horror,P.S. Your Cat is Dead! (2002); Single Santa Seeks Mrs. Claus (2004); Domino One (2005); The Poseidon Adventure (2005); Meet The Santas (2005); Mojave Phone Booth (2006); Jackson (2008); Heidi 4 Paws (2008); Private Valentine: Blonde & Dangerous (2008); Amazing Racer (2009); The Gold Retrievers (2009); Waking Sleeping Beauty (2009); Cornered! (2009); 2Everything2Terrible2: Tokyo Drift (2010); A Novel Romance (2011); Eldorado (2012); Drew: The Man Behind the Poster (2013); Affluenza (2014); Sharknado 3: Oh Hell No! (2015); Lavalantula (2015); Sharknado 4: The 4th Awakens (2016); 2 Lava 2 Lantula! (2016); After Party (2017); Bigger (2018); Lez Bomb (2018); Miss Arizona (2018); Chasing the Blues (2018); Cola Wars (2019); Trauma Center (2019); Rifkin’s Festival (2020); Good Boy (2020); Heckle (2020); Break Even (2020)
353871,Steve Haberman,18,4.27,2004-2019,Documentary,Documentary,Horror,,"Special Report: Zombie Invasion (2004); Shadows in the Dark: The Val Lewton Legacy (2005); Karloff: The Gentle Monster (2006); Lugosi: The Dark Prince (2006); Man In the Attic: The Making of """"The Lodger"""" (2007); Concerto Macabre: The Films of John Brahm (2007); The Tragic Mask: The Laird Cregar Story (2007); Horror’s Missing Link: Rediscovering Dr. Renault’s Secret (2008); Unraveling the Legacy of the Mummy (2008); Riots & Revolutions: Confronting the Times (2008); A House of Secrets: Exploring 'Dragonwyck' (2008); He Who Made Monsters: The Life and Art of Jack Pierce (2008); From Alpha to Omega: Building a Sequel (2008); Pure in Heart: The Life and Legacy of Lon Chaney, Jr. (2010); The Wolf Man: From Ancient Curse to Modern Myth (2010); House of Wax: Unlike Anything You've Seen Before! (2013); The Phantom of the Opera: Unmasking the Masterpiece (2013); Mark of The Beast: The Legacy of the Universal Werewolf (2019)"
353872,Steve Hackett,12,4.76,2004-2019,Music,Music,Documentary,,Steve Hackett: Live Legends (2004); Guitar Legends: The Ultimate Anthology (2006); Genesis: Total Rock Review (2006); Steven Wilson: Grace for Drowning (2011); Steve Hackett Genesis Revisited: Live at Hammersmith (2013); Genesis: Together and Apart (2014); Steve Hackett - Genesis Revisited: Live at the Royal Albert Hall (2014); Steve Hackett - Once Above a Time (2014); Play It Loud: The Story of Marshall (2014); Steve Hackett: The Total Experience Live in Liverpool (2016); Steve Hackett - Wuthering Nights: Live In Birmingham (2018); Steve Hackett : Genesis Revisited Band & Orchestra: Live at the Royal Festival Hall (2019)
353886,Steve Hanks,13,4.19,2012-2017,Thriller,Thriller,Horror,Science Fiction,Hold Your Breath (2012); Super Cyclone (2012); 12/12/12 (2012); Hansel & Gretel (2013); Attila (2013); Mega Shark vs. Mecha Shark (2014); Jailbait (2014); Echoes (2014); Buddy Hutchins (2015); Listening (2015); Mind Blown (2016); After School Special (2017); Doomsday Device (2017)
353891,Steve Harris,25,5.42,2000-2018,Drama,Drama,Thriller,Music,Muhammad Ali: King of the World (2000); The Skulls (2000); Classic Albums: Iron Maiden - The Number of the Beast (2001); Beyond the City Limits (2001); Iron Maiden: Rock In Rio (2002); Minority Report (2002); Bringing Down the House (2003); Death and Texas (2004); Diary of a Mad Black Woman (2005); The Unseen (2005); Live from Abbey Road: Best of Season 1 (2006); Protect and Serve (2007); Iron Maiden: Live at Donington 2007 (2007); Good Behavior (2008); Quarantine (2008); Iron Maiden: Flight 666 (2009); 12 Rounds (2009); Takers (2010); Iron Maiden: Behind the Beast (2012); Let the Church Say Amen (2013); In Your Eyes (2014); Chi-Raq (2015); Iron Maiden: The Book of Souls - Live Chapter (2017); Burning Sands (2017); The First Purge (2018)
353896,Steve Harvey,20,5.51,2000-2019,Comedy,Comedy,Documentary,Music,"The Original Kings of Comedy (2000); Def Comedy Jam, Vol. 7 (2000); Platinum Comedy Series: Roasting Shaquille O'Neal (2002); Love Don't Co$t a Thing (2003); The Fighting Temptations (2003); Richard Pryor: I Ain't Dead Yet, #*%$#@!! (2003); You Got Served (2004); Platinum Comedy Series: Steve Harvey - One Man (2004); Johnson Family Vacation (2004); Just for Laughs Stand Up, Vol. 1: Best of the Uptown Comics (2005); Racing Stripes (2005); Don't Trip... He Ain't Through with Me Yet (2006); Def Comedy Jam Classics: Volume Two (2006); Steve Harvey: Still Trippin' (2008); Madea Goes to Jail (2009); DJ Juice: The King is Back Mixtape Blend DVD Vol. 70 (2009); Why We Laugh: Black Comedians on Black Comedy (2009); Think Like a Man (2012); Showtime at the Apollo: Christmas (2017); Fox's New Year's Eve With Steve Harvey (2019)"
353948,Steve Howe,18,3.32,2000-2019,Music,Music,Documentary,TV Movie,Chet Atkins: A Life in Music (2000); Roger Dean: Views (2001); Steve Howe (2002); Yes: Symphonic Live (2002); Yes Acoustic: Guaranteed No Hiss (2004); Yes: Acoustic (2004); Steve Howe's Remedy Live (2005); Yes: The Gates of Q.P.R. Vol. 1 (2005); Yes: The Gates of Q.P.R. Vol. 2 (2005); Night of the Guitars (2006); Guitar Legends: The Ultimate Anthology (2006); Prog Rock at the BBC (2009); Prog Rock Britannia (2009); A Life in the Death of Joe Meek (2013); Yes: Like It Is (At The Bristol Hippodrome) (2014); Asia - Axis XXX - Live San Francisco MMXII (2015); Yes - Like It Is - Live At The Mesa Arts Center (2015); Melody Makers (2019)
353949,Steve Howey,16,5.72,2005-2019,Comedy,Comedy,Romance,Action,"Supercross (2005); DOA: Dead or Alive (2006); Bride Wars (2009); Still Waiting... (2009); Stan Helsing (2009); Something Borrowed (2011); Conception (2011); Wrong Cops (2013); In Your Eyes (2014); Soul Boys of the Western World (2014); See You In Valhalla (2015); Unleashed (2017); Not a War Story (2017); Game Over, Man! (2018); Stuber (2019); Making Babies (2019)"
353951,Steve Hudgins,10,2.56,2007-2016,Horror,Horror,Thriller,Mystery,Furnace (2007); Maniac On The Loose (2008); Widow (2009); Goatsucker (2009); Hell Is Full (2010); The Creepy Doll (2011); Spirit Stalkers (2012); Lucid (2013); The Caretakers (2014); It Lives in the Attic (2016)
353967,Steve Hytner,13,4.93,2000-2019,Comedy,Comedy,Family,Thriller,The Prophecy 3: The Ascent (2000); Air Rage (2001); Charlie's Angels: Full Throttle (2003); The Haunted Mansion (2003); EuroTrip (2004); Final Approach (2005); Bachelor Party Vegas (2006); Totally Baked (2007); Soccer Mom (2008); Should've Been Romeo (2012); FRED 3: Camp Fred (2012); Bad Vegan and the Teleportation Machine (2016); Extracurricular Activities (2019)
353996,Steve Johnson,13,4.52,2000-2020,Documentary,Documentary,Science Fiction,Comedy,"Godass (2000); Cyberon (2000); Do You Have a Licence to Save this Planet? (2001); The Blood Pact: The Making of 'Blade II' (2002); 8 Arms to Hold You (2004); More Brains! A Return to the Living Dead (2011); Ray Harryhausen: Special Effects Titan (2012); The Death of ""Superman Lives"": What Happened? (2015); You're So Cool, Brewster! The Story of Fright Night (2016); Making Apes: The Artists Who Changed Film (2019); Mark of The Beast: The Legacy of the Universal Werewolf (2019); Cleanin' Up the Town: Remembering Ghostbusters (2020); In Search of Darkness: Part II (2020)"
353999,Steve Jones,38,5.51,2000-2020,Documentary,Documentary,Music,Drama,"Four Dogs Playing Poker (2000); The Filth and the Fury (2000); 25 Years of Punk (2001); Classic Albums: Sex Pistols - Never Mind The Bollocks, Here's The Sex Pistols (2002); Hooligans & Thugs: Soccer's Most Violent Fan Fights (2003); The Big Bounce (2004); Shadows in the Dark: The Val Lewton Legacy (2005); The Dog Problem (2006); Karloff: The Gentle Monster (2006); Concerto Macabre: The Films of John Brahm (2007); The Tragic Mask: The Laird Cregar Story (2007); Cutlass (2007); The Sex Pistols: In their own words (2007); Man In the Attic: The Making of """"The Lodger"""" (2007); Joe Strummer: The Future Is Unwritten (2007); Amazing Journey: The Story of The Who (2007); Book of Lore (2007); Unraveling the Legacy of the Mummy (2008); A House of Secrets: Exploring 'Dragonwyck' (2008); Horror’s Missing Link: Rediscovering Dr. Renault’s Secret (2008); He Who Made Monsters: The Life and Art of Jack Pierce (2008); Angus, Thongs and Perfect Snogging (2008); Sex Pistols: There'll Always Be an England (2008); The Grift (2008); Sex Pistols: Agents of Anarchy (2009); A Night with Beyonce (2011); London: The Modern Babylon (2012); Madagascar 3: Europe's Most Wanted (2012); West of Memphis (2012); Sex Pistols: Never Mind The Bollocks, Here's The Sex Pistols (2012); Never Mind the Baubles: Xmas '77 with the Sex Pistols (2013); The Killing Tide (2014); Lord of the Freaks (2015); Two Sevens Clash: Dread Meets Punk Rockers (2017); Chuck Berry: The Original King of Rock 'n' Roll (2018); Calum von Moger: Unbroken (2019); British Made (2019); Villain (2020)"
354028,Steve Kerr,10,4.76,2000-2020,Documentary,Documentary,Comedy,Family,Michael Jordan to the Max (2000); NB80s (2011); Thunderstruck (2012); Sport in America: Our Defining Stories (2013); True Tales (2013); NBA Champions 1999: San Antonio Spurs (2014); Strength in Numbers - The Golden State Warriors 2014-2015 Championship Season (2015); 2017 NBA Championship: Golden State Warriors (2017); Dream Round (2020); Game 6: The Movie (2020)
354099,Steve Lemme,12,5.19,2001-2018,Comedy,Comedy,Mystery,Adventure,Super Troopers (2001); Club Dread (2004); The Dukes of Hazzard (2005); Beerfest (2006); Watching the Detectives (2007); The Brooklyn Heist (2009); The Slammin' Salmon (2009); Broken Lizard Stands Up (2010); Freeloaders (2012); Fat Man Little Boy (2013); The Origins of Wit and Humor (2015); Super Troopers 2 (2018)
354114,Steve Little,21,5.06,2006-2019,Comedy,Comedy,Animation,Crime,Accepted (2006); Camp Lazlo: Where's Lazlo? (2007); CN Invaded Part 4: Strange Trout from Outer Space/Cheese Orbs (2007); Reno 911!: Miami (2007); The Ugly Truth (2009); Jeffie Was Here (2010); The Catechism Cataclysm (2011); Wrong (2012); Nature Calls (2012); Coffee Town (2013); Identity Thief (2013); Wrong Cops (2013); Tammy (2014); Rat Pack Rat (2014); Another Evil (2016); The Second Sound Barrier (2016); Cook-Off! (2017); Black Holes (2017); Banana Split (2018); Blush (2019); Rocko's Modern Life: Static Cling (2019)
354139,Steve Lukather,10,6.11,2003-2019,Music,Music,Documentary,TV Movie,Toto: 25th Anniversary - Live in Amsterdam (2003); Toto: The Ultimate Clip Collection (2003); Toto - Past to Present 1977-1990: The Videos (2004); Toto: Falling in Between Live (2007); The Night That Changed America: A Grammy Salute to the Beatles (2014); The Joy of the Guitar Riff (2014); The Ritchie Blackmore Story (2015); The Terry Kath Experience (2016); Hired Gun (2017); I Can Go For That: The Smooth World of Yacht Rock (2019)
354178,Steve Martin,37,5.21,2000-2020,Comedy,Comedy,Documentary,Family,"Hellraisers (2000); Fantasia 2000 (2000); Novocaine (2001); Smothered: The Censorship Struggles of the Smothers Brothers Comedy Hour (2002); Saturday Night Live: The Best of Chris Farley (2003); Little Big Head (2003); Looney Tunes: Back in Action (2003); Bringing Down the House (2003); Cheaper by the Dozen (2003); Saturday Night Live: The Best of Dan Aykroyd (2005); Earth to America (2005); Live from New York: The First 5 Years of Saturday Night Live (2005); Cheaper by the Dozen 2 (2005); Shopgirl (2005); Jiminy Glick in Lalawood (2005); The Pink Panther (2006); Cutting Edge Comedians of the '60s & '70s (2007); Edward Hopper (2007); Saturday Night Live in the '90s: Pop Culture Nation (2007); Baby Mama (2008); The Pink Panther 2 (2009); It's Complicated (2009); SNL Presents: A Very Gilly Christmas (2009); The Big Year (2011); Glen Campbell: I'll Be Me (2014); Almost Home (2014); Love the Coopers (2015); Live from New York! (2015); Home (2015); Billy Lynn's Long Halftime Walk (2016); Ink, Cocks & Rock'n'Roll (2016); Oh, Hello on Broadway (2017); Robin Williams: Come Inside My Mind (2018); Howard (2018); Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life (2018); Big Family: The Story of Bluegrass Music (2019); Father of the Bride Part 3 (ish) (2020)"
354244,Steve Monroe,27,5.49,2000-2020,Comedy,Comedy,Drama,Crime,Miss Congeniality (2000); Space Cowboys (2000); Cast Away (2000); Red Letters (2000); Going Greek (2001); The Santa Trap (2002); 100 Women (2002); Funky Monkey (2004); Soccer Dog 2: European Cup (2004); House of the Dead 2 (2006); What I Did for Love (2006); School for Scoundrels (2006); The Boys & Girls Guide to Getting Down (2007); An American Carol (2008); Superhero Movie (2008); Black Widow (2008); Final Approach (2008); Dick Tracy Special (2009); The Wish List (2010); J. Edgar (2011); Thunderballs (2011); A Country Christmas Story (2013); The Little Rascals Save the Day (2014); Jersey Boys (2014); Suburbicon (2017); School Spirits (2017); Promising Young Woman (2020)
354317,Steve Olson,11,6.08,2001-2020,Documentary,Documentary,Drama,Thriller,Shorty’s Guilty (2001); Stoked: The Rise and Fall of Gator (2003); Curse of the Zodiac (2007); Hooked for Life (2011); The Christmas Colt (2013); Light Up the Night (2016); OG: The Harry Jumonji Story (2017); Trouble Is My Business (2018); Fishbowl California (2018); The Tony Alva Story (2019); Single (2020)
354320,Steve Oram,26,4.75,2002-2020,Comedy,Comedy,Horror,Drama,Ant Muzak (2002); It's All Gone Pete Tong (2004); Stiffy (2005); Albert's Speech (2008); Connections (2008); Curtains (2009); Burge & Way (2011); Kill List (2011); Sightseers (2012); Welcome to the Punch (2013); The World's End (2013); The Wipers Times (2013); Paddington (2014); Cuban Fury (2014); The Canal (2014); Altar (2014); The Bad Education Movie (2015); Tank 432 (2015); Man Up (2015); Captain Webb (2015); Aaaaaaaah! (2015); A Dark Song (2016); In Fabric (2018); The 1st (2018); Tucked (2019); Lucky Break (2020)
