Id,Label,movie_count,avg_vote_average,years_active,top_genre,genre_1,genre_2,genre_3,movie_list
171529,Jen Lilley,24,5.48,2008-2020,TV Movie,TV Movie,Romance,Drama,"Changeling (2008); iParty with Victorious (2011); Obsolescence (2011); The Back-up Bride (2011); Revelation Road: The Beginning of the End (2013); The Book of Esther (2013); Revelation Road 2: The Sea of Glass and Fire (2013); Isolated (2013); One Small Hitch (2013); Turn Around Jake (2014); The Spirit of Christmas (2015); Nearly Married (2016); Mommy I Didn't Do It (2017); A Dash of Love (2017); Mingle All the Way (2018); Twin Betrayal (2018); Evil Doctor (2018); The Wedding Do Over (2018); Yes, I Do (2018); Winter Love Story (2019); Paris, Wine & Romance (2019); Love on Repeat (2019); Angel Falls: A Novel Holiday (2019); USS Christmas (2020)"
171546,Jen Nikolaisen,14,4.78,2003-2020,Drama,Drama,Thriller,Crime,Final Examination (2003); The Hillz (2004); Therese: The Story of Saint Therese of Lisieux (2004); Afternoon Delight (2004); Bundy: A Legacy of Evil (2008); Boston Strangler The Untold Story (2008); A Four Cent Carol (2008); Retribution (2012); Wrong Cops (2013); Atlas Shrugged: Part III (2014); 22 (2018); Little Women (2019); 12 Pups of Christmas (2019); Irresistible (2020)
171581,Jen Sung,10,5.47,2001-2020,Action,Action,Comedy,Drama,Monkeybone (2001); Kung Pow: Enter the Fist (2002); Battle of the Damned (2013); Snow Steam Iron (2017); The Happytime Murders (2018); SIN-SFO (2018); Escape Plan: The Extractors (2019); Paddleton (2019); Mulan (2020); Paper Tiger (2020)
171610,Jena Malone,48,5.73,2000-2020,Drama,Drama,Thriller,Romance,Cheaters (2000); Donnie Darko (2001); The Ballad of Lucy Whipple (2001); Life as a House (2001); The Badge (2002); The Dangerous Lives of Altar Boys (2002); American Girl (2002); Cold Mountain (2003); The United States of Leland (2003); Corn (2004); Break Up (2004); Saved! (2004); The Ballad of Jack and Rose (2005); Pride & Prejudice (2005); The Go-Getter (2007); Four Last Songs (2007); Into the Wild (2007); The Ruins (2008); The Soloist (2009); The Messenger (2009); Five Star Day (2010); Rachel (2010); Sucker Punch (2011); For Ellen (2012); In Our Nature (2012); Dakota (2012); Center Jenny (2013); Teenage (2013); The Hunger Games: Catching Fire (2013); Inherent Vice (2014); Memory 2.0 (2014); 10 Cent Pistol (2014); The Hunger Games: Mockingjay - Part 1 (2014); Time Out of Mind (2015); The Hunger Games: Mockingjay - Part 2 (2015); The Mockingjay Lives: The Making of the Hunger Games: Mockingjay Part 1 (2015); Straight from the Heart: A Tribute to Philip Seymour Hoffman (2015); Nocturnal Animals (2016); The Caged Pillows (2016); Deus ex Machina: The Philosophy of 'Donnie Darko' (2016); The Neon Demon (2016); Angelica (2017); Bottom of the World (2017); Lovesong (2017); The Public (2019); Stardust (2020); Antebellum (2020); Lorelei (2020)
171619,Jena Sims,10,4.85,2012-2019,Comedy,Comedy,Science Fiction,Drama,Attack of the 50 Foot Cheerleader (2012); Anna Nicole (2013); Best Night Ever (2013); Kill the Messenger (2014); 3-Headed Shark Attack (2015); American Beach House (2015); Sharknado 5: Global Swarming (2017); Minutes to Midnight (2018); The Price for Silence (2018); Beneath the Leaves (2019)
171622,Jenae Altschwager,20,3.56,2005-2020,Comedy,Comedy,Science Fiction,Drama,The Longest Yard (2005); Lust For Money (2005); Poseidon (2006); Click (2006); Stripper Academy (2007); 3 Days Gone (2008); Aliens Gone Wild (2008); Sex Wars (2008); Spread (2009); She Alien (2009); Alien Sex Files: Sex From Outer Space (2009); Alien Sex Files: Alien Ecstasy (2009); Alien Babes (2009); The Journal (2011); Cheerleader Massacre 2 (2011); Hollywood Sex Wars (2011); Slightly Single in L.A. (2013); Patterns of Attraction (2014); Wine Tasting (2017); Reboot Camp (2020)
171665,Jeneta St. Clair,10,3.95,2011-2018,Thriller,Thriller,Comedy,Horror,Barely Legal (2011); 3 Times a Charm (2011); The Newest Pledge (2012); Return of the Killer Shrews (2012); Paradox Alice (2012); The Appearing (2013); After Midnight (2014); Erasing Eden (2016); Anabolic Life (2017); Boyne Falls (2018)
171687,Jenica Bergere,29,5.66,2000-2019,Comedy,Comedy,Drama,Romance,"Psycho Beach Party (2000); The Expendables (2000); Rat Race (2001); On the Edge (2001); Dancing in September (2001); They Shoot Divas, Don't They? (2002); Yours, Mine & Ours (2005); Superhero Movie (2008); Barry Munday (2010); Coming & Going (2011); Chasing Mavericks (2012); Safety Not Guaranteed (2012); The Babymakers (2012); Love or Whatever (2012); Screwed (2013); A Single Shot (2013); Knife Fight (2013); Frozen (2013); The Motel Life (2013); Supremacy (2014); All-Stars (2014); The Quota (2014); Come Simi (2015); Mr. Church (2016); Love Is All You Need? (2016); Swing State (2017); Olaf's Frozen Adventure (2017); Good Girls Get High (2018); Gloria Bell (2019)"
171704,Jenifer Lewis,34,6.04,2000-2020,Comedy,Comedy,Drama,Romance,Cast Away (2000); Partners (2000); Little Richard (2000); Dancing in September (2001); The Brothers (2001); Antwone Fisher (2002); Juwanna Mann (2002); Shark Tale (2004); The Cookout (2004); Earth to America (2005); Cars (2006); Dirty Laundry (2006); Geared-Up (2006); Madea's Family Reunion (2006); Redrum (2007); Who's Your Caddy? (2007); Prop 8: The Musical (2008); Meet the Browns (2008); The Princess and the Frog (2009); Not Easily Broken (2009); Hereafter (2010); Cars 2 (2011); When Harry Met Sally 2 with Billy Crystal & Helen Mirren (2011); Five (2011); Think Like a Man (2012); Baggage Claim (2013); Think Like a Man Too (2014); The Wedding Ringer (2015); Cars 3 (2017); Jewel's Catch One (2017); Forbidden (2018); The Addams Family (2019); Maurice Hines: Bring Them Back (2019); Dolly Parton's Christmas on the Square (2020)
171755,Jenn Gotzon Chandler,22,4.41,2003-2020,Drama,Drama,Romance,Science Fiction,Hulk (2003); Julie & Jack (2003); Murder 101: If Wishes Were Horses (2007); Role Models (2008); Frost/Nixon (2008); The Rift (2009); Sumo Joe (2010); I Am Gabriel (2012); God's Country (2012); Dragon Day (2013); Alone Yet Not Alone (2013); Doonby (2013); The Good Book (2014); Princess Cut (2015); Forgiven (2016); God's Not Dead 2 (2016); The Colors of Emily (2017); The Reliant (2019); Sunrise in Heaven (2019); First Lady (2020); The Farmer and the Belle: Saving Santaland (2020); The Gift of Christmas (2020)
171838,Jenna Coleman,18,6.81,2011-2020,Science Fiction,Science Fiction,Drama,Adventure,Captain America: The First Avenger (2011); Doctor Who: The Snowmen (2012); Doctor Who: The Time of the Doctor (2013); Doctor Who Explained (2013); Doctor Who: The Day of the Doctor (2013); Doctor Who: Clara and the TARDIS (2013); Doctor Who Live: The Next Doctor (2013); The Five(ish) Doctors Reboot (2013); Doctor Who at the Proms (2013); Doctor Who: Last Christmas (2014); Doctor Who: Dark Water / Death in Heaven (2014); Doctor Who: The Ultimate Time Lord with Peter Davison (2014); Doctor Who: Deep Breath (2014); Me Before You (2016); Doctor Who: Twice Upon a Time (2017); National Theatre Live: All My Sons (2019); Corporate Monster (2019); A Separate Peace (2020)
171849,Jenna Dewan,19,5.78,2002-2019,Drama,Drama,Comedy,Thriller,"Janet: Live in Hawaii (2002); Dark Shadows (2005); Tamara (2005); The Grudge 2 (2006); Step Up (2006); Take the Lead (2006); Love Lies Bleeding (2008); Fab Five: The Texas Cheerleader Scandal (2008); American Virgin (2009); The Six Wives of Henry Lefay (2009); The Jerk Theory (2009); Falling Awake (2010); Setup (2011); Balls to the Wall (2011); The Legend of Hell's Gate: An American Conspiracy (2011); 10 Years (2012); Slightly Single in L.A. (2013); The Wedding Year (2019); Berlin, I Love You (2019)"
171854,Jenna Elfman,14,6.03,2000-2016,Comedy,Comedy,Romance,Animation,Keeping the Faith (2000); The Tangerine Bear: Home in Time for Christmas! (2000); CyberWorld (2000); Town & Country (2001); Obsessed (2002); Looney Tunes: Back in Action (2003); Clifford's Really Big Movie (2004); Struck (2008); Love Hurts (2009); The Six Wives of Henry Lefay (2009); Friends with Benefits (2011); Big Stone Gap (2014); Going Clear: Scientology and the Prison of Belief (2015); Barry (2016)
171865,Jenna Fischer,25,5.2,2000-2018,Comedy,Comedy,Drama,Romance,"The Specials (2000); Les Superficiales (2002); Doggie Tails, Vol. 1: Lucky's First Sleep-Over (2003); Melvin Goes to Dinner (2003); Employee of the Month (2004); LolliLove (2004); Lucky 13 (2005); The 40 Year Old Virgin (2005); Slither (2006); Done the Impossible (2006); Walk Hard: The Dewey Cox Story (2007); The Brothers Solomon (2007); Blades of Glory (2007); The Promotion (2008); Solitary Man (2009); Official Rejection (2009); A Little Help (2010); Hall Pass (2011); The Office: Secret Santa Pack (2012); Are You Here (2013); The Office Retrospective (2013); It's Okay (2014); Kiss Me (2015); Brad's Status (2017); The 15:17 to Paris (2018)"
171891,Jenna Harrison,11,4.73,2001-2019,Drama,Drama,Thriller,Comedy,My Brother Tom (2001); Submerged (2001); Stranded (2002); Telling Lies (2006); Natasha (2007); Against the Dark (2009); G.B.H. (2012); The Magnificent Eleven (2013); Space Ark (2014); Access All Areas (2017); Bruno (2019)
171900,Jenna Jameson,14,5.57,2000-2016,Documentary,Documentary,Comedy,Horror,"Ali G, Aiii (2000); Porn Star: The Legend of Ron Jeremy (2001); Porn 'n Chicken (2002); Evil Breed: The Legend of Samhain (2003); Fluffy Cumsalot: Porn Star (2003); Playboy: Sizzling Sex Stars (2003); Thinking XXX (2004); Necrophagia - Nightmare Scenarios (2004); Zombie Strippers! (2008); How to Make Love to a Woman (2010); Horrorween (2012); X-Rated: The Greatest Adult Movies of All Time (2015); X-Rated 2: The Greatest Adult Stars of All-Time (2016); Hardcore to Horror (2016)"
171955,Jenna Ortega,12,6.39,2013-2020,Family,Family,Adventure,Comedy,Iron Man 3 (2013); Insidious: Chapter 2 (2013); The Little Rascals Save the Day (2014); The Cookie Mobster (2014); After Words (2015); Elena and the Secret of Avalor (2016); Disney Parks Presents: A Descendants Magical Holiday Celebration (2016); Stuck In The Waterpark (2017); Elena of Avalor: Realm of the Jaquins (2017); Saving Flora (2019); Wyrm (2019); The Babysitter: Killer Queen (2020)
172030,Jennette McCurdy,15,5.73,2001-2018,Comedy,Comedy,Family,TV Movie,Shadow Fury (2001); Golden Dreams (2001); Hollywood Homicide (2003); Tiger Cruise (2004); The Last Day of Summer (2008); iCarly: iGo to Japan (2008); Minor Details (2009); FRED: The Movie (2010); Best Player (2011); iParty with Victorious (2011); Pet (2016); Bling (2016); 8 Bodies (2017); Security Deposit (2017); Little Bitches (2018)
172102,Jennie Garth,12,4.67,2003-2019,TV Movie,TV Movie,Drama,Romance,"The Last Cowboy (2003); Secret Santa (2003); Beverly Hills, 90210: 10-Year High School Reunion (2003); Stewie Griffin: The Untold Story (2005); Girl, Positive (2007); Accidentally in Love (2011); A Christmas Wedding Tail (2011); The Eleventh Victim (2012); Holidaze (2014); Karen Kingsbury's A Time to Dance (2016); Luke Perry: In His Own Words (2019); Your Family or Your Life (2019)"
172133,Jennie Russo,14,4.07,2007-2020,Horror,Horror,Comedy,Action,Clay (2007); Ms. Cannibal Holocaust (2012); Cain (2013); Hi-8 (Horror Independent 8) (2014); A Grim Becoming (2014); Night of Something Strange (2016); She Kills (2016); Empire State Of The Dead (2016); House Shark (2017); It Kills: Camp Blood 7 (2017); Return To Splatter Farm (2020); Camp Murder (2020); Shark Encounters of the Third Kind (2020); Children of Camp Blood (2020)
172179,Jennifer Aniston,37,5.71,2001-2019,Comedy,Comedy,Romance,Drama,Rock Star (2001); NBC 75th Anniversary Special (2002); The Good Girl (2002); Bruce Almighty (2003); Along Came Polly (2004); Derailed (2005); Shelter from the Storm: A Concert for the Gulf Coast (2005); Rumor Has It... (2005); The Making of Derailed (2006); Friends with Money (2006); The Break-Up (2006); Burma: It Can't Wait (2008); Marley & Me (2008); Management (2009); Love Happens (2009); He's Just Not That Into You (2009); The Switch (2010); The Bounty Hunter (2010); Just Go with It (2011); Horrible Bosses (2011); Wanderlust (2012); We're the Millers (2013); Life of Crime (2013); $ellebrity (2013); Cake (2014); Horrible Bosses 2 (2014); Unity (2015); She's Funny That Way (2015); Storks (2016); Mother's Day (2016); Must See TV: An All Star Tribute to James Burrows (2016); Office Christmas Party (2016); The Yellow Birds (2018); Scotty and the Secret History of Hollywood (2018); Dumplin' (2018); Murder Mystery (2019); Friends 25th: The One with the Anniversary (2019)
172204,Jennifer Aspen,13,4.6,2001-2019,Comedy,Comedy,TV Movie,Drama,Vanilla Sky (2001); See Jane Run (2001); The Ranch (2004); L.A. Twister (2004); Guy in Row Five (2005); Mr. Woodcock (2007); Struck (2008); Unanswered Prayers (2010); Girl vs. Monster (2012); The Wrong Woman (2013); At the Devil's Door (2014); His Secret Family (2015); A Christmas Love Story (2019)
172246,Jennifer Baxter,10,5.17,2000-2020,TV Movie,TV Movie,Drama,Thriller,Frequency (2000); Knockaround Guys (2001); America's Prince: The John F. Kennedy Jr. Story (2003); Open House (2003); Perfect Strangers (2004); Dark Water (2005); Land of the Dead (2005); Trump Unauthorized (2005); Homie Spumoni (2006); Chance (2020)
172247,Jennifer Beals,20,5.58,2000-2019,Drama,Drama,Thriller,Comedy,"A House Divided (2000); Militia (2000); The Anniversary Party (2001); Feast of All Saints (2001); Roger Dodger (2002); 13 Moons (2002); They Shoot Divas, Don't They? (2002); Runaway Jury (2003); Catch That Kid (2004); Break a Leg (2005); The Grudge 2 (2006); My Name Is Sarah (2007); Starz Inside: Fashion in Film (2008); The Book of Eli (2010); A Fuller Life (2013); A Wife's Nightmare (2014); Manhattan Night (2016); Before I Fall (2017); The White Orchid (2018); After (2019)"
172268,Jennifer Bini Taylor,11,5.54,2005-2019,TV Movie,TV Movie,Drama,Thriller,Rumor Has It... (2005); Carnal Innocence (2011); Ashley (2013); The Perfect Boyfriend (2013); Emma's Chance (2016); Arlo: The Burping Pig (2016); Stalked by My Mother (2016); Fair Haven (2017); God's Not Dead: A Light in Darkness (2018); Family Vanished (2018); In Bed with a Killer (2019)
172279,Jennifer Blanc-Biehn,29,4.64,2000-2017,Thriller,Thriller,Horror,Science Fiction,Kiss Tomorrow Goodbye (2000); The Expendables (2000); Fish Without a Bicycle (2003); The Third Wish (2005); West of Brooklyn (2008); My Apocalypse (2008); Saving Grace B. Jones (2009); The Blood Bond (2010); Jacob (2011); Jerseyboy Hero (2011); From Darkness (2011); The Victim (2011); The Absent (2011); Puncture (2011); Yellow Rock (2011); Nuclear Family (2012); Ambush at Dark Canyon (2012); The Divide (2012); Bad Ass (2012); Among Friends (2012); Malignant (2013); Wrong Cops (2013); The Wrong Woman (2013); The Legend of DarkHorse County (2014); Hidden in the Woods (2014); Everly (2015); Havenhurst (2016); The Night Visitor 2: Heather's Story (2016); Fetish Factory (2017)
172323,Jennifer Butler,13,4.87,2009-2019,Drama,Drama,Comedy,Thriller,Law Abiding Citizen (2009); The Rebound (2009); Just Like Me (2009); How Do You Know (2010); The Quiet Ones (2010); The Mighty Macs (2011); Booley (2011); Deer Crossing (2012); Dead Man Down (2013); Among the Innocent (2013); The Benefactor (2015); Equity (2016); The Upside (2019)
172388,Jennifer Connelly,29,6.02,2000-2019,Drama,Drama,Romance,Action,Waking the Dead (2000); Requiem for a Dream (2000); Pollock (2000); The Making of Requiem for a Dream (2001); A Beautiful Mind (2001); The Incredible Ang Lee (2003); Hulk (2003); House of Sand and Fog (2003); The Making of 'Hulk' (2003); Dark Water (2005); Blood Diamond (2006); Little Children (2006); Reservation Road (2007); Inkheart (2008); The Day the Earth Stood Still (2008); 9 (2009); He's Just Not That Into You (2009); Creation (2009); Virginia (2010); The Dilemma (2011); Salvation Boulevard (2011); Stuck in Love (2013); Noah (2014); Winter's Tale (2014); Shelter (2014); American Pastoral (2016); Spider-Man: Homecoming (2017); Only the Brave (2017); Alita: Battle Angel (2019)
172392,Jennifer Coolidge,49,5.66,2000-2020,Comedy,Comedy,Family,Romance,"The Broken Hearts Club: A Romantic Comedy (2000); Best in Show (2000); American Pie 2 (2001); Legally Blonde (2001); Zoolander (2001); Pootie Tang (2001); Down to Earth (2001); Women vs. Men (2002); The Women (2002); Carolina (2003); Testosterone (2003); American Wedding (2003); As Virgins Fall (2003); Legally Blonde 2: Red, White & Blonde (2003); A Mighty Wind (2003); The Wedding Frame (2004); Lemony Snicket's A Series of Unfortunate Events (2004); A Cinderella Story (2004); Robots (2005); Aunt Fanny's Tour of Booty (2005); If You Lived Here, You'd Be Home Now (2006); For Your Consideration (2006); Date Movie (2006); Click (2006); American Dreamz (2006); Epic Movie (2007); Igor (2008); Soul Men (2008); Foreign Exchange (2008); Dr. Dolittle: Tail to the Chief (2008); Living Proof (2008); A Good Funeral (2009); Gentlemen Broncos (2009); ExTerminators (2009); Bad Lieutenant: Port of Call New Orleans (2009); LEGO Hero Factory: Rise of the Rookies (2010); Beauty & the Briefcase (2010); Mangus! (2011); American Reunion (2012); Austenland (2013); Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014); Alvin and the Chipmunks: The Road Chip (2015); Hell and Back (2015); Mascots (2016); The Emoji Movie (2017); Thank U, Next (2018); Like a Boss (2020); Promising Young Woman (2020); Bobbleheads: The Movie (2020)"
172394,Jennifer Copping,16,5.99,2000-2020,TV Movie,TV Movie,Drama,Comedy,"Take Me Home: The John Denver Story (2000); Lucky 7 (2003); Behind the Camera: The Unauthorized Story of Charlie's Angels (2004); Supervolcano (2005); Slither (2006); Barbie in the 12 Dancing Princesses (2006); Christmas Town (2008); The Christmas Clause (2008); Ogre (2009); Rise of the Damned (2011); Words and Pictures (2014); My Sweet Audrina (2016); A Bundle of Trouble: An Aurora Teagarden Mystery (2017); Love, Take Two (2019); Gourmet Detective: Roux the Day (2020); Love in the Forecast (2020)"
172431,Jennifer Darling,11,6.72,2000-2009,Animation,Animation,Family,Comedy,"The Emperor's New Groove (2000); Monsters, Inc. (2001); Treasure Planet (2002); Lilo & Stitch (2002); Cinderella II: Dreams Come True (2002); Finding Nemo (2003); Cars (2006); Ice Age: The Meltdown (2006); Happily N'Ever After (2007); Garfield Gets Real (2007); Garfield's Pet Force (2009)"
172481,Jennifer Echols,14,5.99,2000-2012,Comedy,Comedy,Drama,Romance,American Tragedy (2000); Friday After Next (2002); Repli-Kate (2002); Gaydar (2002); The Ladykillers (2004); The Notebook (2004); Soul Plane (2004); Down in the Valley (2005); Adam & Steve (2005); Back to You & Me (2005); 10 Items or Less (2006); While the Children Sleep (2007); My Name Is Khan (2010); Small Apartments (2012)
172486,Jennifer Ehle,34,6.36,2002-2020,Drama,Drama,Thriller,Romance,"Possession (2002); The River King (2005); Before the Rains (2007); Pride and Glory (2008); The Russell Girl (2008); Source of Pride: The Making of ""Pride and Glory"" (2009); The Greatest (2009); The King's Speech (2010); The Ides of March (2011); The Adjustment Bureau (2011); Contagion (2011); Zero Dark Thirty (2012); Love, Marilyn (2013); RoboCop (2014); The Forger (2014); Advantageous (2015); Spooks: The Greater Good (2015); A Little Chaos (2015); Black or White (2015); Fifty Shades of Grey (2015); The Fundamentals of Caring (2016); A Quiet Passion (2016); Little Men (2016); Detroit (2017); I Kill Giants (2017); Fifty Shades Darker (2017); Fifty Shades Freed (2018); The Miseducation of Cameron Post (2018); Vox Lux (2018); The Professor and the Madman (2019); The Wolf Hour (2019); Beneath the Blue Suburban Skies (2019); Saint Maud (2020); Run This Town (2020)"
172490,Jennifer Elise Cox,19,4.76,2000-2017,Comedy,Comedy,Romance,Drama,The Independent (2000); Storytelling (2001); Testosterone (2003); Straight-Jacket (2004); Rainbow's End (2005); Bewitched (2005); Hard Pill (2005); The Enigma with a Stigma (2006); Pledge This! (2007); The Back-Up Plan (2010); Spooky Buddies (2011); Poolboy: Drowning Out the Fury (2011); Eating Out: The Open Weekend (2011); Holiday Engagement (2011); Santa Paws 2: The Santa Pups (2012); Love or Whatever (2012); Terry the Tomboy (2014); Back to Christmas (2014); Cook-Off! (2017)
172506,Jennifer Esposito,25,5.48,2000-2019,Drama,Drama,Comedy,Crime,"Dracula 2000 (2000); Boys Life 3 (2000); Beyond the City Limits (2001); The Proposal (2001); Don't Say a Word (2001); Made (2001); Welcome to Collinwood (2002); The Master of Disguise (2002); Backflash (2002); Destino (2003); Taxi (2004); Breakin' All the Rules (2004); Snow Wonder (2005); Crash (2005); Jesus, Mary and Joey (2006); American Crude (2008); Conspiracy (2008); Four Single Fathers (2009); The Wish List (2010); Bending The Rules (2012); Mamitas (2012); She's Funny That Way (2015); Speed Kills (2018); Mary (2019); Mob Town (2019)"
172526,Jennifer Field,10,3.46,2008-2020,Thriller,Thriller,Drama,Horror,Metal Man (2008); Alice in Murderland (2010); Fatal Pulse (2018); Surviving Theater 9 (2018); Lost Angelas (2019); To Hell and Gone (2019); Murder at the Mansion (2020); The Five Rules Of Success (2020); Choke (2020); Body of Night (2020)
172530,Jennifer Finnigan,12,4.76,2000-2018,Comedy,Comedy,Romance,TV Movie,The Stalking of Laurie Show (2000); High Hopes (2006); Beethoven's Big Break (2008); The Coverup (2008); Inside the Box (2009); Conception (2011); Baby Sellers (2013); The Opposite Sex (2015); Angel of Christmas (2015); Walking the Dog (2017); Andover (2018); Welcome to Christmas (2018)
172549,Jennifer Freeman,11,4.47,2001-2020,Drama,Drama,Family,Comedy,The Visit (2001); You Got Served (2004); Johnson Family Vacation (2004); God's Army 2: States of Grace (2005); The Caretaker (2008); Jada (2008); In Sickness and in Health (2012); Anniversary Nightmare (2019); A Second Chance (2019); Beaus of Holly (2020); The Business of Christmas (2020)
172562,Jennifer Gareis,10,4.65,2000-2018,Thriller,Thriller,Comedy,Crime,Miss Congeniality (2000); The 6th Day (2000); Luckytown (2000); Gangland (2001); Downward Angel (2001); Boat Trip (2002); What Boys Like (2003); Escape (2006); Point of Entry (2007); The Harvesting (2018)
172564,Jennifer Garner,33,6.0,2000-2020,Comedy,Comedy,Drama,Romance,"Dude, Where's My Car? (2000); Rennie's Landing (2001); Pearl Harbor (2001); Catch Me If You Can (2002); Daredevil (2003); ABC's 50th Anniversary Celebration (2003); Late Night with Conan O'Brien: 10th Anniversary Special (2003); 13 Going on 30 (2004); Elektra (2005); Catch and Release (2006); The Kingdom (2007); Juno (2007); Cyrano de Bergerac (2008); The Invention of Lying (2009); Ghosts of Girlfriends Past (2009); Valentine's Day (2010); Arthur (2011); The Odd Life of Timothy Green (2012); Butter (2012); Serena (2012); Dallas Buyers Club (2013); Draft Day (2014); Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014); Men, Women & Children (2014); Danny Collins (2015); Miracles from Heaven (2016); Mother's Day (2016); The Tribes of Palos Verdes (2017); Wakefield (2017); Love, Simon (2018); Peppermint (2018); Wonder Park (2019); The Happy Days of Garry Marshall (2020)"
172601,Jennifer Grey,11,5.49,2000-2019,Drama,Drama,Romance,Documentary,Bounce (2000); Ritual (2002); Who Is Ferris Bueller? (2006); Redbelt (2008); Keith (2008); The Bling Ring (2011); Inside Story: Ferris Bueller's Day Off (2011); In Your Eyes (2014); Untogether (2019); Bittersweet Symphony (2019); I Am Patrick Swayze (2019)
172611,Jennifer Hale,49,7.16,2000-2020,Animation,Animation,Family,Science Fiction,"Sinbad: Beyond the Veil of Mists (2000); Tom Sawyer (2000); Scooby-Doo and the Alien Invaders (2000); Gen¹³ (2000); Mickey's Magical Christmas: Snowed in at the House of Mouse (2001); Cinderella II: Dreams Come True (2002); The Powerpuff Girls Movie (2002); Scooby-Doo! and the Legend of the Vampire (2003); The Powerpuff Girls: 'Twas the Fight Before Christmas (2003); What's New Scooby-Doo? Vol. 3: Halloween Boos and Clues (2004); Spider-Man vs. Doc Ock (2004); What's New Scooby-Doo? Vol. 4: Merry Scary Holiday (2004); Disney Princess Stories Volume One: A Gift from the Heart (2004); Lilo & Stitch 2: Stitch Has a Glitch (2005); What's New, Scooby-Doo? Vol. 5: Sports Spooktacular (2005); Disney Princess: A Christmas of Enchantment (2005); Codename: Kids Next Door: Operation Z.E.R.O. (2006); Billy & Mandy: Wrath of the Spider Queen (2007); TMNT (2007); CN Invaded Part 5: Billy & Mandy Moon the Moon (2007); Cinderella III: A Twist in Time (2007); Billy & Mandy's Big Boogey Adventure (2007); Codename: Kids Next Door: Operation I.N.T.E.R.V.I.E.W.S. (2008); The Little Mermaid: Ariel's Beginning (2008); The Powerpuff Girls Rule!!! (2008); Superman/Batman: Public Enemies (2009); Kung Fu Magoo (2010); Scooby-Doo! and the Robots (2011); Ben 10 / Generator Rex: Heroes United (2011); Paranormal Activity 4 (2012); Sofia the First: Once Upon a Princess (2012); Wreck-It Ralph (2012); Superman vs. The Elite (2012); Justice League: The Flashpoint Paradox (2013); Batman: Assault on Arkham (2014); Doc McStuffins: Cuddle Me Lambie (2015); Scooby-Doo! Moon Monster Madness (2015); Rock Dog (2016); Fight to the Finish (2016); LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat (2017); Samurai Jack: The Premiere Movie (2017); LEGO DC Super Hero Girls: Brain Drain (2017); Ralph Breaks the Internet (2018); Star Wars: The Rise of Skywalker (2019); The Death of Superman (2019); Reign of the Supermen (2019); LEGO Marvel Spider-Man: Vexed by Venom (2019); The Death and Return of Superman (2019); LEGO DC: Shazam! Magic and Monsters (2020)"
172664,Jennifer Hudson,31,6.3,2006-2020,Music,Music,Drama,Comedy,"Dreamgirls (2006); The Best Little Whorehouse in Texas (2006); Elmo's Christmas Countdown (2007); The Secret Life of Bees (2008); Sex and the City (2008); Winged Creatures (2009); Michael Jackson Memorial (2009); DJ Juice: The King is Back Mixtape Blend DVD Vol. 70 (2009); The Three Stooges (2012); Whitney Houston: We Will Always Love You (2012); The Inevitable Defeat of Mister & Pete (2013); Black Nativity (2013); Call Me Crazy: A Five Film (2013); And the Oscar Goes To... (2014); Lullaby (2014); The Concert for Valor (2014); Chi-Raq (2015); Confirmation (2016); Hairspray Live! (2016); Sing (2016); Sandy Wexler (2017); Clive Davis: The Soundtrack of Our Lives (2017); A Very Pentatonix Christmas (2017); Q85: A Musical Celebration for Quincy Jones (2018); Cats (2019); Aretha! A Grammy Celebration for the Queen of Soul (2019); HOMECOMING: A film by Beyoncé (2019); Live in Front of a Studio Audience: Norman Lear's ""All in the Family"" and ""The Jeffersons"" (2019); One World: Together at Home (2020); In Search of the Sanderson Sisters: A Hocus Pocus Hulaween Takeover (2020); Mariah Carey's Magical Christmas Special (2020)"
172692,Jennifer Jason Leigh,36,6.04,2000-2020,Drama,Drama,Comedy,Thriller,"The King Is Alive (2000); Skipped Parts (2000); The Man Who Wasn't There (2001); The Anniversary Party (2001); The Quickie (2001); Road to Perdition (2002); Crossed Over (2002); Searching for Debra Winger (2002); Hey Arnold! The Movie (2002); Celebrity Naked Ambition (2003); In the Cut (2003); Palindromes (2005); The Jacket (2005); The Making of 'Last Exit to Brooklyn' (2006); Margot at the Wedding (2007); Synecdoche, New York (2008); Greenberg (2010); The Moment (2013); The Spectacular Now (2013); Kill Your Darlings (2013); Hateship Loveship (2014); Me (2014); Open (2014); Welcome to Me (2015); Alex of Venice (2015); The Hateful Eight (2015); Anomalisa (2015); Morgan (2016); Amityville: The Awakening (2017); Good Time (2017); LBJ (2017); White Boy Rick (2018); Annihilation (2018); QT8: The First Eight (2019); Sid & Judy (2019); Possessor (2020)"
