Source,Target,Type,Weight
21615,268841,Undirected,2
50241,172394,Undirected,2
97433,249491,Undirected,4
97433,257202,Undirected,5
97433,337240,Undirected,2
97433,352977,Undirected,2
127566,337240,Undirected,4
140538,337240,Undirected,5
249491,257202,Undirected,2
249491,272829,Undirected,4
257202,337240,Undirected,2
257202,361672,Undirected,4
272829,361672,Undirected,7
301874,337240,Undirected,2
87632,390661,Undirected,2
91437,95035,Undirected,2
91437,104353,Undirected,2
95035,322955,Undirected,3
204008,339389,Undirected,2
30904,314830,Undirected,2
108156,249069,Undirected,2
31943,115504,Undirected,2
31943,161671,Undirected,3
31943,264038,Undirected,2
115504,161671,Undirected,2
115504,264038,Undirected,2
161671,264038,Undirected,2
199310,255752,Undirected,2
20990,65017,Undirected,2
151333,288034,Undirected,2
151333,339439,Undirected,2
288034,389043,Undirected,2
61653,224471,Undirected,2
74774,136153,Undirected,2
256524,334681,Undirected,2
89080,241291,Undirected,2
3022,390050,Undirected,2
12919,77950,Undirected,2
254167,373759,Undirected,3
130884,191710,Undirected,2
159714,184847,Undirected,3
159714,185673,Undirected,2
159714,346998,Undirected,3
184847,185673,Undirected,2
184847,346998,Undirected,3
185673,346998,Undirected,2
191710,291363,Undirected,2
291363,346998,Undirected,2
97422,215388,Undirected,2
97422,374918,Undirected,3
215388,263169,Undirected,2
263169,364824,Undirected,2
78369,167148,Undirected,2
275254,316619,Undirected,2
275254,323096,Undirected,2
316619,323096,Undirected,2
129361,144680,Undirected,2
144680,318399,Undirected,3
30158,318316,Undirected,2
172279,318316,Undirected,2
172279,323852,Undirected,3
318316,323852,Undirected,2
104102,187117,Undirected,2
4145,166368,Undirected,2
21494,95035,Undirected,2
21494,152118,Undirected,3
21494,249399,Undirected,2
22674,152118,Undirected,2
95035,152118,Undirected,2
95035,249399,Undirected,3
152118,249399,Undirected,2
68795,288479,Undirected,2
132568,183718,Undirected,2
132568,188149,Undirected,3
132568,218097,Undirected,2
183718,188149,Undirected,2
183718,218097,Undirected,2
188149,218097,Undirected,2
95879,182619,Undirected,2
170770,371450,Undirected,3
118519,333719,Undirected,3
160958,390661,Undirected,3
7089,75627,Undirected,3
75627,133885,Undirected,3
89899,355543,Undirected,2
133885,355543,Undirected,3
9002,386908,Undirected,2
51552,163690,Undirected,2
51552,167786,Undirected,4
51552,331198,Undirected,2
51559,61969,Undirected,4
51559,163690,Undirected,2
51559,167786,Undirected,4
51559,331198,Undirected,5
61969,77506,Undirected,2
77506,167786,Undirected,2
77506,331198,Undirected,4
105229,130758,Undirected,2
105229,163690,Undirected,2
105229,167786,Undirected,3
105229,331198,Undirected,2
130758,163690,Undirected,2
130758,254101,Undirected,3
130758,331198,Undirected,4
163690,167786,Undirected,2
163690,254101,Undirected,3
163690,331198,Undirected,2
167786,254101,Undirected,3
167786,331198,Undirected,3
254101,331198,Undirected,4
19208,61634,Undirected,2
19208,123301,Undirected,3
61634,337146,Undirected,2
159033,211765,Undirected,2
53396,371330,Undirected,2
104856,194483,Undirected,2
104856,371330,Undirected,2
130906,371330,Undirected,2
304520,371330,Undirected,2
304520,387094,Undirected,12
371330,387094,Undirected,2
25864,133694,Undirected,2
25864,162940,Undirected,3
25864,171382,Undirected,2
25864,175785,Undirected,2
25864,229136,Undirected,2
25864,321737,Undirected,2
25864,394400,Undirected,2
133694,162940,Undirected,2
133694,171382,Undirected,2
133694,175785,Undirected,2
133694,229136,Undirected,2
133694,321737,Undirected,2
133694,394400,Undirected,2
162940,171382,Undirected,2
162940,175785,Undirected,2
162940,229136,Undirected,2
162940,321737,Undirected,2
162940,394400,Undirected,2
164114,384732,Undirected,2
171382,175785,Undirected,2
171382,229136,Undirected,2
171382,321737,Undirected,2
171382,394400,Undirected,2
175785,229136,Undirected,2
175785,321737,Undirected,2
175785,394400,Undirected,2
229136,321737,Undirected,2
229136,394400,Undirected,2
321737,394400,Undirected,2
46061,68240,Undirected,4
46061,94084,Undirected,3
46061,240641,Undirected,5
68240,72523,Undirected,2
68240,94084,Undirected,2
68240,240641,Undirected,2
72523,94084,Undirected,2
94084,240641,Undirected,2
21494,80322,Undirected,2
21494,111496,Undirected,2
21494,181920,Undirected,2
80322,88333,Undirected,2
80322,181920,Undirected,3
80322,381507,Undirected,2
90831,322361,Undirected,2
111496,381507,Undirected,2
151086,381507,Undirected,2
181920,322361,Undirected,2
155183,244695,Undirected,2
155183,302123,Undirected,2
42571,147908,Undirected,2
42571,306716,Undirected,2
147908,306716,Undirected,2
147908,393769,Undirected,2
319373,365736,Undirected,2
127649,147908,Undirected,2
127649,388044,Undirected,2
101285,267132,Undirected,2
41042,311312,Undirected,2
71785,122222,Undirected,5
71785,268819,Undirected,2
71785,310472,Undirected,6
71785,363225,Undirected,8
122222,268819,Undirected,2
122222,359099,Undirected,5
122222,383924,Undirected,11
268819,285510,Undirected,2
268819,310472,Undirected,2
268819,359099,Undirected,2
268819,383924,Undirected,2
310472,359099,Undirected,2
310472,383924,Undirected,4
311312,359099,Undirected,2
359099,363225,Undirected,2
363225,383924,Undirected,3
49123,52936,Undirected,3
49123,74954,Undirected,2
49123,93330,Undirected,2
49123,140027,Undirected,2
52936,140027,Undirected,2
93330,140027,Undirected,2
119812,369499,Undirected,9
369499,387570,Undirected,4
28757,169593,Undirected,3
28757,308013,Undirected,2
221939,225889,Undirected,2
221939,284189,Undirected,2
221939,351723,Undirected,2
221939,385322,Undirected,3
351723,385322,Undirected,2
103544,275311,Undirected,2
200534,275311,Undirected,2
89176,364760,Undirected,3
387570,393739,Undirected,2
41767,381507,Undirected,2
254131,381507,Undirected,2
43364,343635,Undirected,2
42444,256178,Undirected,3
134271,155600,Undirected,2
155600,256178,Undirected,2
120444,318389,Undirected,2
292457,346569,Undirected,2
218094,384059,Undirected,2
96503,213274,Undirected,2
175618,213274,Undirected,2
53364,76850,Undirected,2
53364,137228,Undirected,6
53364,184847,Undirected,11
53364,238308,Undirected,2
53364,249549,Undirected,3
53364,271187,Undirected,4
53364,323117,Undirected,4
53364,356099,Undirected,3
76850,137228,Undirected,2
76850,184847,Undirected,6
76850,249549,Undirected,2
76850,271187,Undirected,8
76850,356099,Undirected,3
137228,184847,Undirected,5
137228,249549,Undirected,4
137228,271187,Undirected,4
137228,323117,Undirected,2
137228,356099,Undirected,2
184847,249549,Undirected,2
184847,271187,Undirected,4
184847,323117,Undirected,6
184847,356099,Undirected,3
238308,249549,Undirected,2
238308,257097,Undirected,2
238308,323117,Undirected,2
238308,356099,Undirected,2
249549,257097,Undirected,3
249549,271187,Undirected,2
249549,323117,Undirected,2
249549,356099,Undirected,3
257097,271187,Undirected,3
257097,323117,Undirected,2
257097,356099,Undirected,2
271187,323117,Undirected,3
271187,356099,Undirected,6
323117,356099,Undirected,2
103130,256178,Undirected,2
4267,48735,Undirected,2
4267,115339,Undirected,2
4267,265265,Undirected,2
115339,118519,Undirected,2
118519,131052,Undirected,2
118519,353349,Undirected,2
29821,242637,Undirected,3
140538,242637,Undirected,3
38455,352493,Undirected,2
198292,228055,Undirected,2
228055,368460,Undirected,2
71520,171228,Undirected,2
76089,77840,Undirected,2
76089,171228,Undirected,2
76089,198779,Undirected,2
76089,361174,Undirected,2
77840,171228,Undirected,2
77840,198779,Undirected,2
77840,361174,Undirected,2
171228,198779,Undirected,2
171228,361174,Undirected,2
198779,361174,Undirected,2
182947,337996,Undirected,2
182947,361366,Undirected,3
337996,361366,Undirected,3
107421,296295,Undirected,2
258422,335869,Undirected,3
70044,366220,Undirected,2
142229,366220,Undirected,2
47122,176040,Undirected,2
36597,251089,Undirected,2
52136,313922,Undirected,3
86654,95328,Undirected,2
95328,313922,Undirected,2
114035,129537,Undirected,2
77950,168284,Undirected,2
77950,262896,Undirected,3
77950,338045,Undirected,2
168284,262896,Undirected,4
168284,365324,Undirected,3
262896,338045,Undirected,3
262896,365324,Undirected,3
338045,365324,Undirected,4
151316,388160,Undirected,2
72771,382653,Undirected,2
5199,27076,Undirected,4
5199,122772,Undirected,2
5199,126416,Undirected,2
5199,133687,Undirected,3
27076,60114,Undirected,8
27076,133687,Undirected,4
27076,144101,Undirected,6
60114,122772,Undirected,2
60114,126416,Undirected,2
60114,133687,Undirected,2
60114,144101,Undirected,4
60114,144942,Undirected,2
72785,133687,Undirected,3
122772,133687,Undirected,4
126416,133687,Undirected,9
126416,144101,Undirected,2
133687,144101,Undirected,5
133687,144942,Undirected,3
206061,214108,Undirected,2
264262,383416,Undirected,2
4210,370024,Undirected,2
147308,231521,Undirected,2
13663,88333,Undirected,2
80282,88333,Undirected,2
12682,314463,Undirected,2
136569,177721,Undirected,2
42095,87737,Undirected,4
184422,235316,Undirected,2
242874,254063,Undirected,2
242874,373421,Undirected,2
54353,329388,Undirected,2
87147,161647,Undirected,2
222040,225761,Undirected,2
35969,167148,Undirected,2
73224,167148,Undirected,2
167786,264661,Undirected,2
301874,317436,Undirected,3
17778,71785,Undirected,2
17778,258050,Undirected,2
17778,264897,Undirected,2
71785,264897,Undirected,10
71785,306360,Undirected,2
101192,264897,Undirected,4
101192,306360,Undirected,3
101192,359005,Undirected,2
258050,264897,Undirected,2
264897,306360,Undirected,3
264897,359005,Undirected,2
306360,359005,Undirected,2
189939,362661,Undirected,5
189939,367077,Undirected,2
182870,218132,Undirected,7
5644,77141,Undirected,2
48122,243304,Undirected,2
8028,373081,Undirected,2
42676,130818,Undirected,2
42676,373081,Undirected,3
130818,373081,Undirected,2
306632,389213,Undirected,2
979,383375,Undirected,2
54067,367834,Undirected,2
152618,385961,Undirected,3
113413,135618,Undirected,2
130884,315703,Undirected,2
225805,281703,Undirected,3
19331,106011,Undirected,2
106011,259761,Undirected,2
95035,334949,Undirected,3
85694,99409,Undirected,2
65228,176546,Undirected,2
9530,9992,Undirected,2
9530,227772,Undirected,3
17991,227772,Undirected,2
91920,262803,Undirected,3
62771,291921,Undirected,2
214031,281933,Undirected,3
214031,291921,Undirected,2
248699,314276,Undirected,2
281933,291921,Undirected,3
281933,314276,Undirected,3
54169,261631,Undirected,2
54169,330876,Undirected,3
54169,368014,Undirected,3
99442,218910,Undirected,2
107055,321964,Undirected,2
179418,261167,Undirected,2
14044,22637,Undirected,4
14044,295401,Undirected,2
14044,388033,Undirected,3
22637,388033,Undirected,2
151340,171364,Undirected,2
151340,295401,Undirected,3
171364,295401,Undirected,2
188240,388033,Undirected,2
281447,300126,Undirected,2
162990,230327,Undirected,2
162990,382448,Undirected,2
230327,382448,Undirected,2
114710,334582,Undirected,2
49969,123376,Undirected,2
49969,270559,Undirected,2
91363,134078,Undirected,2
123376,134078,Undirected,2
123376,259813,Undirected,2
259813,270559,Undirected,2
270559,274129,Undirected,2
298138,378052,Undirected,2
99653,286234,Undirected,2
249399,324069,Undirected,2
74993,394058,Undirected,2
25917,50125,Undirected,2
50125,221965,Undirected,2
87737,221965,Undirected,2
87737,306716,Undirected,2
87737,367652,Undirected,4
223443,264117,Undirected,2
99173,170016,Undirected,2
99173,197116,Undirected,2
99173,242113,Undirected,2
132072,188931,Undirected,2
170016,197116,Undirected,3
170016,242113,Undirected,2
197116,242113,Undirected,2
27577,160898,Undirected,2
303147,368460,Undirected,2
13530,327054,Undirected,2
302321,331327,Undirected,2
53084,339032,Undirected,2
23466,369393,Undirected,2
354505,382443,Undirected,3
9137,72469,Undirected,4
72469,76214,Undirected,3
2898,75027,Undirected,9
116846,281563,Undirected,2
281563,326362,Undirected,3
101358,339032,Undirected,2
127183,230208,Undirected,2
242670,298826,Undirected,2
167874,239821,Undirected,2
182870,212319,Undirected,3
62532,387579,Undirected,2
106025,373810,Undirected,2
29095,108268,Undirected,2
108268,127566,Undirected,4
108268,317436,Undirected,3
55557,160759,Undirected,2
55557,337084,Undirected,2
160759,337084,Undirected,2
45771,45886,Undirected,2
252458,321909,Undirected,2
74080,176467,Undirected,2
331248,372086,Undirected,2
43713,47959,Undirected,2
47959,67213,Undirected,2
47959,206091,Undirected,2
252057,299813,Undirected,2
72659,152404,Undirected,2
131420,257321,Undirected,2
92723,181633,Undirected,2
181633,283849,Undirected,2
181633,315182,Undirected,2
181633,322191,Undirected,2
11659,344835,Undirected,2
113945,353310,Undirected,2
113945,373812,Undirected,2
185327,303405,Undirected,2
185327,353310,Undirected,2
318857,353310,Undirected,2
318857,373812,Undirected,2
46061,216633,Undirected,3
52964,94084,Undirected,2
52964,158013,Undirected,2
73137,264811,Undirected,3
36725,296765,Undirected,2
76672,218515,Undirected,2
257831,295759,Undirected,2
42781,224339,Undirected,3
44125,265401,Undirected,4
44125,320210,Undirected,4
265401,320210,Undirected,4
70065,112681,Undirected,4
70065,140578,Undirected,3
70065,200534,Undirected,3
70065,371603,Undirected,2
140578,169896,Undirected,4
169896,371603,Undirected,3
200534,334712,Undirected,2
200534,366237,Undirected,2
200534,371603,Undirected,2
366237,371603,Undirected,5
214262,307479,Undirected,9
127228,206172,Undirected,5
57837,251202,Undirected,2
72875,113921,Undirected,2
113921,294898,Undirected,2
47941,292550,Undirected,2
134408,287199,Undirected,2
292550,369916,Undirected,2
127693,313922,Undirected,2
21353,88280,Undirected,2
55557,56898,Undirected,2
169951,265988,Undirected,3
302964,370563,Undirected,6
160925,319564,Undirected,2
179135,194531,Undirected,2
179135,265347,Undirected,2
179135,362062,Undirected,2
194531,261864,Undirected,3
194531,265347,Undirected,2
194531,362062,Undirected,3
261864,265347,Undirected,2
261864,362062,Undirected,3
265347,362062,Undirected,2
319564,360283,Undirected,2
5055,43137,Undirected,9
13497,241455,Undirected,2
162995,385513,Undirected,3
361815,385513,Undirected,2
222686,374679,Undirected,2
95047,333265,Undirected,2
54686,265699,Undirected,2
49696,167786,Undirected,2
67213,97472,Undirected,2
67213,167786,Undirected,2
167786,334323,Undirected,2
220000,334323,Undirected,2
37978,105278,Undirected,2
105278,167344,Undirected,2
105278,235672,Undirected,2
105278,244763,Undirected,2
105278,358933,Undirected,2
105278,385719,Undirected,2
167344,235672,Undirected,2
167344,244763,Undirected,2
167344,358933,Undirected,2
167344,385719,Undirected,2
235672,244763,Undirected,3
235672,358933,Undirected,2
235672,385719,Undirected,2
244763,358933,Undirected,2
244763,385719,Undirected,2
358933,385719,Undirected,2
35461,102230,Undirected,4
102230,165879,Undirected,3
102230,304396,Undirected,4
30268,291819,Undirected,2
28132,378909,Undirected,3
250619,333420,Undirected,2
378909,392615,Undirected,3
49689,173968,Undirected,3
173968,197040,Undirected,3
45394,182393,Undirected,2
182393,188109,Undirected,2
101538,392004,Undirected,2
23936,231297,Undirected,2
23936,295270,Undirected,2
