Source,Target,Type,Weight
44055,370195,Undirected,5
169930,187349,Undirected,3
169930,250244,Undirected,2
187349,250244,Undirected,5
181741,197121,Undirected,2
27310,61809,Undirected,3
61809,146510,Undirected,2
198202,316911,Undirected,2
52980,102237,Undirected,2
102237,380204,Undirected,2
66249,68331,Undirected,2
66249,85395,Undirected,2
66249,168424,Undirected,2
159350,296038,Undirected,2
44991,76545,Undirected,2
152468,230306,Undirected,2
207136,217162,Undirected,2
276058,282286,Undirected,3
28446,174627,Undirected,6
174627,290955,Undirected,6
64075,199310,Undirected,2
64075,250619,Undirected,2
199310,333420,Undirected,2
133695,314570,Undirected,2
314570,317034,Undirected,2
317034,374979,Undirected,2
160436,186430,Undirected,2
160436,355570,Undirected,5
186410,300380,Undirected,2
186410,302056,Undirected,3
186410,309315,Undirected,2
186410,353996,Undirected,2
186430,300380,Undirected,2
300380,302056,Undirected,2
300380,309315,Undirected,2
300380,355570,Undirected,2
302056,309315,Undirected,2
353996,367961,Undirected,2
355570,367961,Undirected,2
190459,230844,Undirected,2
190459,353349,Undirected,2
233189,353349,Undirected,3
89899,275295,Undirected,2
89899,302861,Undirected,2
102962,270504,Undirected,2
270504,275295,Undirected,2
72092,108888,Undirected,2
72092,387456,Undirected,2
108888,387456,Undirected,2
116385,299671,Undirected,2
125683,183546,Undirected,2
125683,299671,Undirected,2
125683,346542,Undirected,2
15464,286977,Undirected,2
87542,93203,Undirected,2
87542,357894,Undirected,2
87542,364800,Undirected,2
88994,93203,Undirected,2
88994,364800,Undirected,2
93203,357894,Undirected,2
93203,364800,Undirected,4
357894,364800,Undirected,2
92040,98085,Undirected,3
92040,157110,Undirected,2
92040,166744,Undirected,2
98085,157110,Undirected,2
98085,360707,Undirected,2
118519,157110,Undirected,3
118519,323096,Undirected,2
118519,360707,Undirected,2
208012,323096,Undirected,3
360707,388467,Undirected,2
242604,319961,Undirected,2
161547,297393,Undirected,2
161547,301057,Undirected,2
162203,392627,Undirected,2
246150,385210,Undirected,3
37115,371204,Undirected,2
145172,190326,Undirected,2
222848,370340,Undirected,3
953,70274,Undirected,2
70274,147702,Undirected,2
70274,183145,Undirected,2
70274,188109,Undirected,2
147702,183145,Undirected,2
147702,188109,Undirected,2
183145,188109,Undirected,2
83168,199907,Undirected,2
14414,15986,Undirected,2
14414,331021,Undirected,2
15986,331021,Undirected,2
15986,372857,Undirected,2
98085,120079,Undirected,2
98085,284935,Undirected,3
98085,333719,Undirected,5
98085,353886,Undirected,2
120079,284935,Undirected,3
120079,333719,Undirected,3
120079,353886,Undirected,3
284935,333719,Undirected,4
284935,353886,Undirected,3
333719,353886,Undirected,3
90314,289032,Undirected,2
47806,304744,Undirected,2
44507,185049,Undirected,4
44507,269534,Undirected,4
185049,222481,Undirected,2
185049,223163,Undirected,4
185049,269534,Undirected,6
222481,223163,Undirected,2
222481,269534,Undirected,2
223163,269534,Undirected,4
235356,269534,Undirected,3
23921,88507,Undirected,2
23921,185049,Undirected,2
23921,209093,Undirected,2
23921,269534,Undirected,2
88507,185049,Undirected,4
88507,363378,Undirected,2
112688,269534,Undirected,5
112688,363378,Undirected,2
185049,209093,Undirected,5
185049,363378,Undirected,2
209093,269534,Undirected,5
209093,363378,Undirected,2
269534,363378,Undirected,2
112688,155863,Undirected,2
112688,296160,Undirected,2
155863,163690,Undirected,2
155863,185049,Undirected,2
155863,209093,Undirected,2
155863,269534,Undirected,2
155863,296160,Undirected,2
163690,185049,Undirected,4
163690,269534,Undirected,4
163690,296160,Undirected,2
185049,296160,Undirected,2
209093,296160,Undirected,2
269534,296160,Undirected,2
23921,232190,Undirected,2
88507,232190,Undirected,2
163690,232190,Undirected,3
185049,232190,Undirected,3
232190,269534,Undirected,3
178169,203748,Undirected,2
7072,318732,Undirected,2
89578,318732,Undirected,2
89578,347004,Undirected,2
318732,347004,Undirected,2
35264,78752,Undirected,2
41805,55184,Undirected,3
52964,278236,Undirected,2
55184,78752,Undirected,3
55184,390661,Undirected,2
88432,178026,Undirected,2
178026,390661,Undirected,3
11670,267907,Undirected,2
11670,352083,Undirected,2
267907,352083,Undirected,2
189059,249533,Undirected,2
189059,368568,Undirected,2
200371,240559,Undirected,2
240559,249533,Undirected,2
240559,368568,Undirected,2
249533,308716,Undirected,2
249533,346294,Undirected,2
249533,368568,Undirected,2
50376,68162,Undirected,2
50376,108156,Undirected,2
50376,249852,Undirected,3
50376,307442,Undirected,2
50376,350297,Undirected,2
68162,108156,Undirected,2
249852,350297,Undirected,2
10258,187920,Undirected,2
10258,281843,Undirected,2
17778,167147,Undirected,2
17778,263169,Undirected,4
37577,263169,Undirected,2
135224,167147,Undirected,3
167147,311312,Undirected,5
41042,46793,Undirected,3
46793,71785,Undirected,4
68384,71785,Undirected,3
213934,383375,Undirected,2
22693,351099,Undirected,2
114582,338161,Undirected,2
121510,218515,Undirected,3
94700,250619,Undirected,2
94932,313935,Undirected,2
15181,258027,Undirected,5
68297,187460,Undirected,5
44991,340237,Undirected,3
109474,390244,Undirected,2
179583,390244,Undirected,2
88572,375397,Undirected,4
89006,125562,Undirected,2
89006,140606,Undirected,4
95130,140606,Undirected,2
140606,375397,Undirected,2
118086,170256,Undirected,2
118086,182974,Undirected,2
118086,296873,Undirected,2
170256,182974,Undirected,3
182974,296873,Undirected,3
182974,316569,Undirected,2
13658,176765,Undirected,2
13658,189432,Undirected,2
295733,342558,Undirected,2
114178,116210,Undirected,2
144401,315510,Undirected,2
6575,21315,Undirected,5
6575,106567,Undirected,7
6575,118206,Undirected,4
6575,149835,Undirected,2
6575,160427,Undirected,3
6575,250747,Undirected,6
6575,326131,Undirected,2
21315,106567,Undirected,5
21315,118206,Undirected,4
21315,149835,Undirected,2
21315,160427,Undirected,2
21315,250747,Undirected,5
106567,118206,Undirected,7
106567,149835,Undirected,2
106567,160427,Undirected,3
106567,250747,Undirected,8
106567,326131,Undirected,4
118206,160427,Undirected,2
118206,250747,Undirected,4
6575,252482,Undirected,4
106567,252482,Undirected,4
21315,252482,Undirected,3
17910,44991,Undirected,4
17910,220463,Undirected,2
17910,229566,Undirected,3
17910,272841,Undirected,2
17910,297910,Undirected,3
17910,314357,Undirected,2
41840,220463,Undirected,2
41840,229566,Undirected,3
41840,272841,Undirected,2
41840,297910,Undirected,3
41840,314357,Undirected,2
44991,297910,Undirected,2
220463,229566,Undirected,2
220463,297910,Undirected,2
229566,272841,Undirected,2
229566,297910,Undirected,2
229566,314357,Undirected,3
272841,314357,Undirected,2
76185,209051,Undirected,2
76185,385744,Undirected,2
50376,92232,Undirected,2
50376,363216,Undirected,2
92232,363216,Undirected,2
61322,146643,Undirected,3
99442,231139,Undirected,2
99442,314521,Undirected,2
146643,148338,Undirected,2
148338,314521,Undirected,2
231139,314521,Undirected,2
231139,351273,Undirected,2
7836,181522,Undirected,5
7836,391488,Undirected,2
76970,177726,Undirected,5
76970,181522,Undirected,7
76970,283924,Undirected,14
76970,328188,Undirected,14
177726,181522,Undirected,2
177726,190645,Undirected,2
177726,391488,Undirected,2
181522,190645,Undirected,10
181522,283924,Undirected,10
181522,323117,Undirected,4
181522,328188,Undirected,8
190645,283924,Undirected,6
190645,328188,Undirected,7
323117,328188,Undirected,4
29821,153351,Undirected,2
106424,257202,Undirected,3
153351,257202,Undirected,2
164114,257202,Undirected,2
42528,46793,Undirected,4
46793,323003,Undirected,2
46793,363225,Undirected,3
41042,42528,Undirected,5
41042,118289,Undirected,5
41042,220747,Undirected,2
42528,122222,Undirected,2
42528,209750,Undirected,3
101192,220747,Undirected,2
118289,122222,Undirected,3
118289,220747,Undirected,2
122222,209750,Undirected,2
122222,220747,Undirected,2
209750,220747,Undirected,2
209750,264897,Undirected,2
209750,363225,Undirected,2
46793,122222,Undirected,2
46793,264897,Undirected,2
88572,122222,Undirected,2
214283,386007,Undirected,53
45858,308468,Undirected,4
71785,104002,Undirected,2
41042,259382,Undirected,4
88572,118289,Undirected,2
88572,137038,Undirected,3
88572,259382,Undirected,2
137038,259382,Undirected,4
167658,374581,Undirected,2
42900,139884,Undirected,2
101803,128298,Undirected,3
101803,169719,Undirected,4
101803,185222,Undirected,3
101803,257202,Undirected,2
101803,272829,Undirected,2
128298,185222,Undirected,6
128298,257202,Undirected,4
128298,272829,Undirected,4
169719,257202,Undirected,7
213958,272859,Undirected,2
147123,199483,Undirected,2
13632,248939,Undirected,2
45988,85349,Undirected,3
45988,346906,Undirected,2
45988,364070,Undirected,3
58125,85349,Undirected,2
58125,184913,Undirected,2
58125,304667,Undirected,2
85349,304667,Undirected,2
85349,346906,Undirected,2
85349,364070,Undirected,3
346906,364070,Undirected,2
9650,100854,Undirected,2
95219,189059,Undirected,3
95219,344225,Undirected,3
100854,354350,Undirected,2
143659,344225,Undirected,2
344225,354350,Undirected,2
79231,172279,Undirected,2
87737,309568,Undirected,2
172279,309568,Undirected,2
6234,235261,Undirected,2
131223,322587,Undirected,2
104563,351140,Undirected,2
214141,351140,Undirected,2
317034,329967,Undirected,3
317034,369298,Undirected,2
329967,369298,Undirected,2
17356,69516,Undirected,2
17356,181075,Undirected,3
17356,290356,Undirected,2
17356,323958,Undirected,3
17356,336263,Undirected,2
17356,349739,Undirected,2
69516,181075,Undirected,2
69516,323958,Undirected,2
69516,336263,Undirected,2
69516,349739,Undirected,2
181075,290356,Undirected,2
181075,323958,Undirected,5
181075,336263,Undirected,2
181075,349739,Undirected,2
218561,336263,Undirected,2
290356,323958,Undirected,2
290356,336263,Undirected,2
323958,336263,Undirected,2
323958,349739,Undirected,2
171277,371263,Undirected,2
263157,371263,Undirected,3
21237,89641,Undirected,2
61211,89641,Undirected,2
61211,244154,Undirected,3
61211,288838,Undirected,2
82710,89641,Undirected,2
50142,179095,Undirected,2
50142,336941,Undirected,2
76550,160925,Undirected,2
76550,179095,Undirected,2
76550,336941,Undirected,2
76550,367921,Undirected,2
160925,179095,Undirected,5
160925,336941,Undirected,5
160925,367921,Undirected,4
179095,336941,Undirected,2
179095,367921,Undirected,2
179095,382275,Undirected,2
336941,367921,Undirected,4
336941,382275,Undirected,2
198754,245917,Undirected,2
5259,40372,Undirected,2
5259,88522,Undirected,3
5259,336941,Undirected,2
5259,367921,Undirected,2
40372,160925,Undirected,2
40372,336941,Undirected,2
88522,336941,Undirected,2
88522,367921,Undirected,2
160925,175867,Undirected,2
160925,234515,Undirected,2
63930,127294,Undirected,2
95416,127294,Undirected,2
95416,319197,Undirected,2
127294,145619,Undirected,3
127294,319197,Undirected,4
189059,273303,Undirected,3
189059,287199,Undirected,2
7246,31946,Undirected,2
7246,216720,Undirected,2
7246,374611,Undirected,2
31946,216720,Undirected,2
31946,374611,Undirected,2
216720,374611,Undirected,2
50264,228005,Undirected,2
162796,177032,Undirected,3
162796,179266,Undirected,2
177032,220508,Undirected,2
6836,127453,Undirected,2
78533,113945,Undirected,2
144776,228490,Undirected,2
169760,350370,Undirected,2
288438,350370,Undirected,2
186236,203078,Undirected,2
64540,224783,Undirected,2
173258,295248,Undirected,2
91757,151340,Undirected,2
96359,246744,Undirected,2
41840,88522,Undirected,3
41840,167248,Undirected,3
41840,194453,Undirected,2
41840,205239,Undirected,2
41840,299985,Undirected,2
41840,338644,Undirected,2
88522,167248,Undirected,2
88522,194453,Undirected,2
88522,299985,Undirected,2
167248,259478,Undirected,2
167248,299985,Undirected,2
194453,299985,Undirected,2
208643,373421,Undirected,2
299985,373421,Undirected,2
36038,68058,Undirected,2
36038,188084,Undirected,3
36038,355754,Undirected,2
36038,373081,Undirected,3
53084,373081,Undirected,2
61809,188084,Undirected,2
68058,355754,Undirected,2
71025,355754,Undirected,2
355754,373081,Undirected,5
229337,289087,Undirected,2
95129,320298,Undirected,2
95129,327489,Undirected,2
21870,71232,Undirected,2
79585,377241,Undirected,2
202684,371816,Undirected,3
13497,220625,Undirected,2
135618,181877,Undirected,2
220625,334407,Undirected,2
3589,225831,Undirected,2
182870,225831,Undirected,2
42847,221939,Undirected,2
323149,324617,Undirected,2
324617,338561,Undirected,2
92519,323958,Undirected,2
253782,276843,Undirected,2
16549,67496,Undirected,3
16549,92044,Undirected,2
16549,102379,Undirected,2
16549,106866,Undirected,2
16549,243161,Undirected,2
17778,67496,Undirected,3
17778,106866,Undirected,2
17778,243161,Undirected,2
36168,67496,Undirected,2
36168,102379,Undirected,4
36168,106866,Undirected,2
36168,243161,Undirected,2
67496,102379,Undirected,4
67496,359352,Undirected,3
102379,359352,Undirected,2
106866,243161,Undirected,4
106866,359352,Undirected,5
243161,359352,Undirected,3
42900,160161,Undirected,2
88994,160161,Undirected,3
160161,249491,Undirected,3
20511,90439,Undirected,2
20511,265231,Undirected,2
20511,296745,Undirected,2
20511,363095,Undirected,2
89827,90439,Undirected,2
89827,271187,Undirected,2
89827,363095,Undirected,2
89827,394591,Undirected,3
90439,217586,Undirected,3
90439,265231,Undirected,11
90439,271187,Undirected,6
90439,363095,Undirected,3
90439,394591,Undirected,7
217586,265231,Undirected,7
265231,271187,Undirected,9
265231,296745,Undirected,21
265231,394591,Undirected,6
296745,363095,Undirected,4
189273,197981,Undirected,2
108672,114396,Undirected,2
105878,160405,Undirected,2
72130,316834,Undirected,4
72130,323230,Undirected,2
98213,316834,Undirected,3
250789,370802,Undirected,2
14144,162383,Undirected,4
14144,188266,Undirected,5
14144,207345,Undirected,2
162383,188266,Undirected,2
162383,207345,Undirected,6
188266,207345,Undirected,2
303742,347152,Undirected,2
93391,385534,Undirected,2
9532,168496,Undirected,2
91822,375406,Undirected,2
100334,315017,Undirected,2
246085,315017,Undirected,2
29848,291918,Undirected,2
42189,99162,Undirected,2
42189,261809,Undirected,2
169951,183718,Undirected,2
45782,206470,Undirected,2
147329,306644,Undirected,2
42551,161255,Undirected,10
134027,339154,Undirected,2
16549,89006,Undirected,2
16549,95130,Undirected,3
16549,167147,Undirected,6
16549,341416,Undirected,3
54310,89006,Undirected,3
54310,95130,Undirected,2
54310,263242,Undirected,3
89006,167147,Undirected,2
89006,263242,Undirected,3
89006,341416,Undirected,3
129757,341416,Undirected,2
167147,263242,Undirected,3
263242,341416,Undirected,2
284069,373421,Undirected,2
177269,267935,Undirected,2
200024,206400,Undirected,2
206400,267935,Undirected,2
206400,287416,Undirected,2
208643,267935,Undirected,2
267935,287416,Undirected,2
98038,293319,Undirected,2
88686,128568,Undirected,2
88686,238686,Undirected,2
106135,222267,Undirected,2
222267,361366,Undirected,2
299796,361366,Undirected,2
42095,202684,Undirected,5
202684,234290,Undirected,3
147196,186285,Undirected,2
186285,323584,Undirected,2
66018,231120,Undirected,2
131101,197981,Undirected,2
131101,231120,Undirected,2
222757,224471,Undirected,4
224471,338884,Undirected,2
79163,195320,Undirected,2
68867,185943,Undirected,4
68867,308403,Undirected,2
68867,344055,Undirected,4
68867,352462,Undirected,2
185943,344055,Undirected,2
217586,344055,Undirected,3
225942,352462,Undirected,2
268504,344055,Undirected,2
296745,344055,Undirected,4
344055,352462,Undirected,2
25864,60543,Undirected,2
25864,176467,Undirected,3
25864,186521,Undirected,2
25864,257267,Undirected,4
25864,374149,Undirected,2
60543,176467,Undirected,2
60543,186521,Undirected,2
60543,257267,Undirected,2
60543,264038,Undirected,2
60543,374149,Undirected,2
113921,240569,Undirected,2
176467,186521,Undirected,2
176467,257267,Undirected,3
176467,264038,Undirected,3
176467,374149,Undirected,2
186521,257267,Undirected,2
186521,264038,Undirected,2
186521,374149,Undirected,2
257267,264038,Undirected,3
257267,374149,Undirected,2
264038,374149,Undirected,2
26695,340666,Undirected,2
31950,241783,Undirected,2
31950,272361,Undirected,2
31950,365513,Undirected,2
241783,272361,Undirected,2
76170,205219,Undirected,2
5259,289032,Undirected,2
132117,221640,Undirected,2
211110,267935,Undirected,2
221640,267935,Undirected,2
267935,283943,Undirected,2
267935,317092,Undirected,2
218343,252519,Undirected,2
131637,386242,Undirected,2
118519,135442,Undirected,2
46800,239354,Undirected,2
239354,337898,Undirected,2
52227,66084,Undirected,2
52227,87115,Undirected,4
52227,106634,Undirected,2
52227,353446,Undirected,2
66084,69430,Undirected,2
66084,87115,Undirected,3
66084,127051,Undirected,3
66084,212072,Undirected,2
66084,353446,Undirected,2
69430,87115,Undirected,12
69430,127051,Undirected,7
69430,212072,Undirected,3
69430,269532,Undirected,4
69430,353446,Undirected,5
87115,269532,Undirected,2
127051,269532,Undirected,2
212072,353446,Undirected,2
269532,353446,Undirected,2
25666,205383,Undirected,2
203208,207246,Undirected,2
122356,168764,Undirected,2
298138,324642,Undirected,2
89228,262504,Undirected,2
74893,255776,Undirected,2
17961,129361,Undirected,2
74080,153574,Undirected,2
74080,161671,Undirected,2
74080,174536,Undirected,2
74080,286747,Undirected,2
74080,382917,Undirected,2
153574,161671,Undirected,3
153574,174536,Undirected,2
153574,175618,Undirected,2
153574,286747,Undirected,3
153574,327526,Undirected,2
153574,382917,Undirected,3
153574,387612,Undirected,2
161671,174536,Undirected,2
161671,175618,Undirected,2
161671,286747,Undirected,3
161671,327526,Undirected,2
161671,382917,Undirected,3
161671,387612,Undirected,2
174536,286747,Undirected,2
174536,382917,Undirected,3
175618,286747,Undirected,2
175618,327526,Undirected,2
175618,382917,Undirected,2
175618,387612,Undirected,2
286747,327526,Undirected,2
286747,382917,Undirected,3
286747,387612,Undirected,2
327526,382917,Undirected,2
327526,387612,Undirected,2
382917,387612,Undirected,2
94275,108035,Undirected,2
38842,141547,Undirected,2
38842,367782,Undirected,2
141547,367782,Undirected,2
91912,265518,Undirected,2
91912,319564,Undirected,2
265518,319564,Undirected,2
53065,266366,Undirected,2
149594,273174,Undirected,3
149594,313848,Undirected,3
149594,368450,Undirected,3
149594,373813,Undirected,2
178511,368450,Undirected,2
273174,313848,Undirected,3
273174,325185,Undirected,3
273174,368450,Undirected,3
273174,373813,Undirected,2
313848,325185,Undirected,4
313848,368450,Undirected,3
313848,373813,Undirected,2
325185,368450,Undirected,3
325185,373813,Undirected,3
368450,373813,Undirected,2
69320,171687,Undirected,2
296873,390615,Undirected,8
29080,118255,Undirected,3
4320,113321,Undirected,2
113321,348230,Undirected,2
140411,180413,Undirected,2
140411,251138,Undirected,4
180413,251138,Undirected,2
60226,310069,Undirected,3
60226,362842,Undirected,3
310069,362842,Undirected,3
114790,371665,Undirected,5
35621,134069,Undirected,3
35621,370823,Undirected,3
133498,370823,Undirected,3
13632,77506,Undirected,2
13632,331198,Undirected,2
130758,364800,Undirected,3
167786,364800,Undirected,2
65349,215687,Undirected,2
65349,302123,Undirected,2
4320,196643,Undirected,2
4320,374106,Undirected,2
196643,374106,Undirected,2
145619,200155,Undirected,2
68450,173065,Undirected,2
68450,231951,Undirected,2
173065,231951,Undirected,2
218913,319197,Undirected,3
27456,171277,Undirected,2
24899,352493,Undirected,2
255752,344824,Undirected,2
62808,173450,Undirected,2
62808,214412,Undirected,2
62808,380811,Undirected,2
173450,214412,Undirected,4
237243,380811,Undirected,2
160925,378831,Undirected,4
35526,77975,Undirected,2
35526,189947,Undirected,3
133498,189947,Undirected,2
147928,189947,Undirected,3
53043,344453,Undirected,2
53043,355871,Undirected,2
235852,355871,Undirected,2
269333,355871,Undirected,2
250828,297673,Undirected,2
297673,312858,Undirected,3
297673,346261,Undirected,3
312858,346261,Undirected,3
60802,199858,Undirected,4
199858,297322,Undirected,3
95209,366564,Undirected,2
208643,297322,Undirected,2
219620,317092,Undirected,2
228983,317092,Undirected,2
297322,366564,Undirected,2
317092,318068,Undirected,2
318068,366564,Undirected,3
188554,355364,Undirected,2
225831,272854,Undirected,2
272854,346153,Undirected,2
42242,225394,Undirected,2
42242,283444,Undirected,2
42242,288352,Undirected,2
42242,389105,Undirected,2
182202,222757,Undirected,2
182202,225394,Undirected,2
182202,288352,Undirected,4
197927,288352,Undirected,2
222757,225394,Undirected,3
222757,288352,Undirected,2
225394,283444,Undirected,2
225394,288352,Undirected,4
225394,389105,Undirected,2
283444,288352,Undirected,2
283444,389105,Undirected,2
288352,389105,Undirected,2
29395,139875,Undirected,2
35526,101583,Undirected,5
35526,104329,Undirected,2
78000,323584,Undirected,2
2822,41522,Undirected,2
41522,94601,Undirected,2
94601,118103,Undirected,10
94601,354743,Undirected,7
3750,309443,Undirected,2
143659,144716,Undirected,2
108865,118104,Undirected,10
108865,342507,Undirected,4
118104,342507,Undirected,10
139413,209303,Undirected,3
59444,71716,Undirected,2
119692,137279,Undirected,2
119692,168997,Undirected,2
137279,168997,Undirected,3
3364,22523,Undirected,3
3364,94870,Undirected,2
3364,125845,Undirected,2
3364,213659,Undirected,3
3364,274782,Undirected,2
3364,339344,Undirected,3
3364,353500,Undirected,2
22523,94870,Undirected,3
22523,125845,Undirected,2
22523,208643,Undirected,3
22523,213659,Undirected,2
22523,274782,Undirected,2
94870,125845,Undirected,2
94870,213659,Undirected,2
94870,274782,Undirected,2
94870,339344,Undirected,2
125845,213659,Undirected,2
125845,274782,Undirected,2
125845,339344,Undirected,2
125845,353500,Undirected,2
213659,274782,Undirected,2
213659,339344,Undirected,2
274782,339344,Undirected,2
171687,181515,Undirected,2
171687,363188,Undirected,2
264227,281327,Undirected,5
190276,313935,Undirected,3
92945,131901,Undirected,2
10243,278772,Undirected,5
10243,303944,Undirected,2
278772,303944,Undirected,2
278772,373881,Undirected,2
61969,361672,Undirected,5
188406,361672,Undirected,2
227120,361672,Undirected,4
300770,361672,Undirected,2
95686,164253,Undirected,3
95686,167496,Undirected,3
95686,232666,Undirected,2
95686,377615,Undirected,3
95686,378052,Undirected,3
116401,164253,Undirected,3
116401,167496,Undirected,3
116401,232666,Undirected,2
116401,318335,Undirected,3
116401,377615,Undirected,3
116401,378052,Undirected,3
164253,167496,Undirected,3
164253,185327,Undirected,3
164253,232666,Undirected,2
164253,287696,Undirected,3
164253,318335,Undirected,3
164253,377615,Undirected,3
164253,378052,Undirected,3
167496,185327,Undirected,3
167496,232666,Undirected,2
167496,287696,Undirected,3
167496,318335,Undirected,3
167496,377615,Undirected,3
167496,378052,Undirected,3
185327,232666,Undirected,2
185327,318335,Undirected,3
185327,377615,Undirected,3
232666,287696,Undirected,2
232666,318335,Undirected,2
232666,377615,Undirected,2
232666,378052,Undirected,2
287696,318335,Undirected,3
287696,377615,Undirected,3
287696,378052,Undirected,3
318335,377615,Undirected,3
318335,378052,Undirected,3
377615,378052,Undirected,3
4320,19110,Undirected,2
19110,311116,Undirected,2
58900,59817,Undirected,4
58900,94601,Undirected,8
58900,118103,Undirected,9
58900,213237,Undirected,4
58900,228998,Undirected,6
58900,252409,Undirected,5
58900,354743,Undirected,3
59817,94601,Undirected,5
59817,118103,Undirected,6
59817,228998,Undirected,2
59817,296890,Undirected,2
59817,354743,Undirected,5
94601,213237,Undirected,8
94601,228998,Undirected,5
94601,252409,Undirected,5
118103,213237,Undirected,8
118103,228998,Undirected,6
118103,252409,Undirected,6
118103,296890,Undirected,4
213237,354743,Undirected,8
228998,252409,Undirected,2
252409,354743,Undirected,2
296890,354743,Undirected,4
95219,313522,Undirected,2
197849,301045,Undirected,2
68004,90439,Undirected,3
68004,184847,Undirected,5
68004,248995,Undirected,9
68004,256964,Undirected,3
68004,341153,Undirected,3
90439,222006,Undirected,2
90439,256964,Undirected,3
90439,341153,Undirected,2
127781,170072,Undirected,2
170072,341153,Undirected,8
184847,341153,Undirected,2
222006,248995,Undirected,2
2520,108065,Undirected,4
2520,257108,Undirected,2
2520,281877,Undirected,2
108065,137228,Undirected,5
108065,170072,Undirected,5
108065,257108,Undirected,2
108065,308403,Undirected,2
170072,257108,Undirected,3
248995,257108,Undirected,2
248995,281877,Undirected,2
249549,308403,Undirected,3
257108,308403,Undirected,2
8028,20372,Undirected,2
248863,344225,Undirected,2
213632,218372,Undirected,2
101066,373081,Undirected,2
147500,304478,Undirected,2
147500,355754,Undirected,2
218768,257334,Undirected,2
85694,113951,Undirected,2
55486,321872,Undirected,2
55486,367652,Undirected,2
161076,321872,Undirected,3
161076,350370,Undirected,2
321872,350370,Undirected,2
321872,375487,Undirected,3
109483,299671,Undirected,2
109483,318252,Undirected,2
109483,373274,Undirected,2
167793,299671,Undirected,2
167793,318252,Undirected,2
167793,346542,Undirected,2
283927,295733,Undirected,4
295733,299671,Undirected,5
295733,346542,Undirected,5
295733,373274,Undirected,3
299671,318252,Undirected,2
299671,373274,Undirected,4
318252,346542,Undirected,2
346542,373274,Undirected,2
22488,78545,Undirected,4
78545,162207,Undirected,2
78545,371521,Undirected,6
162207,371521,Undirected,2
26836,94747,Undirected,2
49678,250144,Undirected,2
49678,296105,Undirected,3
223753,375658,Undirected,3
21643,252334,Undirected,4
99144,157395,Undirected,2
43541,247830,Undirected,2
218094,299491,Undirected,2
125184,286672,Undirected,3
51969,148069,Undirected,2
51969,242675,Undirected,2
2520,68910,Undirected,3
2520,149801,Undirected,2
2520,221945,Undirected,5
2520,296931,Undirected,3
68910,221945,Undirected,2
68910,296931,Undirected,5
96454,221945,Undirected,2
149801,296931,Undirected,2
219695,296931,Undirected,5
221945,394590,Undirected,2
149801,248995,Undirected,4
149801,296788,Undirected,2
248995,296788,Undirected,6
296788,341153,Undirected,3
296788,382296,Undirected,2
341153,353349,Undirected,2
351871,353349,Undirected,3
351871,382296,Undirected,2
101238,180413,Undirected,2
180413,382686,Undirected,2
7034,139671,Undirected,4
7034,246234,Undirected,5
7034,281563,Undirected,2
116846,139671,Undirected,2
116846,246234,Undirected,2
139671,221356,Undirected,2
139671,235078,Undirected,4
139671,246234,Undirected,4
139671,317455,Undirected,3
221356,246234,Undirected,3
221356,281563,Undirected,2
235078,246234,Undirected,5
235078,281563,Undirected,3
156376,182825,Undirected,2
156376,208220,Undirected,3
156376,338320,Undirected,4
156376,353607,Undirected,3
182825,208220,Undirected,2
182825,353607,Undirected,2
208220,338320,Undirected,4
208220,353607,Undirected,3
91544,127483,Undirected,2
2520,256631,Undirected,4
2520,382296,Undirected,13
26983,68004,Undirected,2
26983,265231,Undirected,2
68004,265231,Undirected,4
68004,351872,Undirected,3
68004,382296,Undirected,9
256631,265231,Undirected,3
256631,382296,Undirected,2
265231,351872,Undirected,3
76227,387691,Undirected,2
51552,68638,Undirected,2
59823,117245,Undirected,2
68638,87872,Undirected,2
16093,328400,Undirected,2
234123,328400,Undirected,18
234123,334038,Undirected,4
328400,334038,Undirected,5
67099,305924,Undirected,2
176201,305924,Undirected,2
84509,256903,Undirected,2
126416,255296,Undirected,2
126416,322536,Undirected,6
152313,209264,Undirected,2
21892,248995,Undirected,2
21892,309319,Undirected,2
43869,309319,Undirected,2
43869,312955,Undirected,2
69418,309319,Undirected,2
69418,312955,Undirected,3
92259,370024,Undirected,2
105972,172828,Undirected,2
145289,187997,Undirected,2
79369,135340,Undirected,2
79369,325947,Undirected,2
135340,325947,Undirected,2
125707,387072,Undirected,2
235748,346542,Undirected,2
295733,357369,Undirected,2
299671,357369,Undirected,2
346542,357369,Undirected,2
4690,371816,Undirected,2
133127,193769,Undirected,3
133127,371816,Undirected,5
144418,371816,Undirected,2
193769,371816,Undirected,3
130681,312479,Undirected,2
116307,247602,Undirected,3
69750,321170,Undirected,2
233491,379567,Undirected,2
111970,181828,Undirected,3
111970,321872,Undirected,2
161076,181828,Undirected,2
181828,234290,Undirected,5
234290,256205,Undirected,2
234290,375962,Undirected,3
103105,189992,Undirected,2
103105,347529,Undirected,2
77843,127693,Undirected,2
127693,161058,Undirected,2
119584,271726,Undirected,2
69320,337898,Undirected,3
147,60464,Undirected,2
147,64857,Undirected,2
40769,60464,Undirected,3
40769,140411,Undirected,3
40769,169314,Undirected,2
40769,185699,Undirected,2
40769,251138,Undirected,3
60464,140411,Undirected,3
60464,169314,Undirected,2
60464,185699,Undirected,2
60464,251138,Undirected,2
140411,169314,Undirected,2
140411,185699,Undirected,4
185699,251138,Undirected,3
